Country_Code,year,NGDP,NGDPD,GGR,GGX,PCPI,PPPEX,PCPI_2020,PCPI_2020_multiplier,GGR_in_2020_LCU,GGX_in_2020_LCU,EX_RATE,GGR_in_2020_USD,GGX_in_2020_USD,Fiscal_Deficit_in_2020_USD,Avg_Fiscal_Deficit_Pre_2019,Excess_Fiscal_Deficit,Excess_Fiscal_Deficit_2020,Excess_Fiscal_Deficit_2021,Excess_Fiscal_Deficit_2020_2021,country_number,Resource_Rich,Oil_Gas_Rich,Region_Code,Reg,IDA,Country,Income_Group,Country_Code2,Small_States,IBRD_IDA
COD,2022,115840.55,52.407,16832.28,17142.4,6968.78,1044.29,5772.12,0.828282712,13941.88653,14198.75357,2210.402236,6.307397949,6.423606226,0.116208277,-0.006494831,0.122703107,0.879842634,0.126987526,1.006830159,23,YES,NO,SSA,Sub-Saharan Africa,YES,"Congo, Dem. Rep.",Lower-Middle Income,CD,NO,IDA
COD,2023,129360.82,55.394,19135.25,20006.72,7491.44,1098.06,5772.12,0.770495392,14743.62195,15415.08557,2335.285771,6.313412317,6.600941847,0.28752953,-0.006494831,0.29402436,0.879842634,0.126987526,1.006830159,23,YES,NO,SSA,Sub-Saharan Africa,YES,"Congo, Dem. Rep.",Lower-Middle Income,CD,NO,IDA
COD,2024,142335.46,58.748,21320.87,22627.04,7903.47,1131.46,5772.12,0.730327312,15571.21368,16525.1453,2422.813713,6.4269133,6.820642137,0.393728837,-0.006494831,0.400223667,0.879842634,0.126987526,1.006830159,23,YES,NO,SSA,Sub-Saharan Africa,YES,"Congo, Dem. Rep.",Lower-Middle Income,CD,NO,IDA
COD,2025,155816.49,62.288,23322.4,24696.08,8298.64,1165.16,5772.12,0.695550114,16221.89798,17177.36127,2501.549095,6.484741003,6.866689646,0.381948643,-0.006494831,0.388443473,0.879842634,0.126987526,1.006830159,23,YES,NO,SSA,Sub-Saharan Africa,YES,"Congo, Dem. Rep.",Lower-Middle Income,CD,NO,IDA
COG,2014,8844.63,17.918,3345.94,4295.16,135.767,314.805,153.846,1.133161961,3791.491933,4867.11193,493.6170332,7.681039507,9.860097207,2.1790577,1.217188387,0,-1.007347099,-1.412405419,-2.419752519,23,YES,YES,SSA,Sub-Saharan Africa,YES,"Congo, Rep.",Lower-Middle Income,CG,NO,IDA
COG,2015,7029.66,11.891,1650.78,2902.42,140.069,311.999,153.846,1.098358666,1813.148519,3187.89816,591.1748381,3.067025864,5.392479439,2.325453575,1.217188387,0,-1.007347099,-1.412405419,-2.419752519,23,YES,YES,SSA,Sub-Saharan Africa,YES,"Congo, Rep.",Lower-Middle Income,CG,NO,IDA
COG,2016,6021.96,10.159,1571.84,2513.88,144.538,316.625,153.846,1.06439829,1673.063808,2675.769573,592.770942,2.822445719,4.514002598,1.691556879,1.217188387,0,-1.007347099,-1.412405419,-2.419752519,23,YES,YES,SSA,Sub-Saharan Africa,YES,"Congo, Rep.",Lower-Middle Income,CG,NO,IDA
COG,2017,6453.24,11.11,1445.04,1827.87,145.187,297.674,153.846,1.059640326,1531.222657,1936.884763,580.849685,2.636177132,3.334571426,0.698394295,1.217188387,0,-1.007347099,-1.412405419,-2.419752519,23,YES,YES,SSA,Sub-Saharan Africa,YES,"Congo, Rep.",Lower-Middle Income,CG,NO,IDA
COG,2018,7440.62,13.402,1888.1,1459.6,146.861,358.195,153.846,1.04756198,1977.901775,1529.021467,555.1872855,3.562584783,2.754064271,-0.808520513,1.217188387,0,-1.007347099,-1.412405419,-2.419752519,23,YES,YES,SSA,Sub-Saharan Africa,YES,"Congo, Rep.",Lower-Middle Income,CG,NO,IDA
COG,2019,7347.99,12.542,2002.42,1574.59,150.101,349.706,153.846,1.024949867,2052.380113,1613.875811,585.8706745,3.503128254,2.754662217,-0.748466036,1.217188387,0,-1.007347099,-1.412405419,-2.419752519,23,YES,YES,SSA,Sub-Saharan Africa,YES,"Congo, Rep.",Lower-Middle Income,CG,NO,IDA
COG,2020,5829.55,9.964,1287.85,1410.62,153.846,294.158,153.846,1,1287.85,1410.62,585.0612204,2.201222633,2.411063921,0.209841288,1.217188387,-1.007347099,-1.007347099,-1.412405419,-2.419752519,23,YES,YES,SSA,Sub-Saharan Africa,YES,"Congo, Rep.",Lower-Middle Income,CG,NO,IDA
COG,2021,6087.31,10.899,1443.93,1332.02,157.906,303.017,153.846,0.974288501,1406.804395,1297.771769,558.5200477,2.518807339,2.323590306,-0.195217032,1.217188387,-1.412405419,-1.007347099,-1.412405419,-2.419752519,23,YES,YES,SSA,Sub-Saharan Africa,YES,"Congo, Rep.",Lower-Middle Income,CG,NO,IDA
COG,2022,6396.78,11.53,1587.4,1342.35,162.313,306.881,153.846,0.947835355,1504.593843,1272.326789,554.7944493,2.711984312,2.293330062,-0.418654249,1.217188387,-1.635842637,-1.007347099,-1.412405419,-2.419752519,23,YES,YES,SSA,Sub-Saharan Africa,YES,"Congo, Rep.",Lower-Middle Income,CG,NO,IDA
COG,2023,6769.63,12.24,1713.41,1385.67,167.183,310.869,153.846,0.920225143,1576.722961,1275.128373,553.0743464,2.850833657,2.305527967,-0.54530569,1.217188387,-1.762494078,-1.007347099,-1.412405419,-2.419752519,23,YES,YES,SSA,Sub-Saharan Africa,YES,"Congo, Rep.",Lower-Middle Income,CG,NO,IDA
COG,2024,7085.13,12.811,1825.81,1463.9,172.198,314.198,153.846,0.893425011,1631.224319,1307.884873,553.0505035,2.949503361,2.36485613,-0.584647231,1.217188387,-1.801835619,-1.007347099,-1.412405419,-2.419752519,23,YES,YES,SSA,Sub-Saharan Africa,YES,"Congo, Rep.",Lower-Middle Income,CG,NO,IDA
COG,2025,7458.55,13.476,1945.76,1538.27,177.364,317.037,153.846,0.86740263,1687.757341,1334.299443,553.4691303,3.049415493,2.410792888,-0.638622605,1.217188387,-1.855810992,-1.007347099,-1.412405419,-2.419752519,23,YES,YES,SSA,Sub-Saharan Africa,YES,"Congo, Rep.",Lower-Middle Income,CG,NO,IDA
COL,2014,762903,381.241,225187.05,238492.66,81.503,1220.61,105.06,1.289032306,290273.3822,307424.7434,2001.104288,145.056599,153.6275471,8.570948168,10.73155427,0,14.37741698,6.282097303,20.65951428,22,YES,YES,LAC,Latin America & the Caribbean,NO,Colombia,Upper-Middle Income,CO,NO,IBRD
COL,2015,804692,293.493,223359.39,251686.34,85.57,1276.48,105.06,1.227766741,274233.2303,309012.1173,2741.775783,100.0202978,112.7051013,12.68480351,10.73155427,0,14.37741698,6.282097303,20.65951428,22,YES,YES,LAC,Latin America & the Caribbean,NO,Colombia,Upper-Middle Income,CO,NO,IBRD
COL,2016,863782,282.72,239437.78,259079.82,91.994,1285.21,105.06,1.142031002,273445.3678,295877.1864,3055.256084,89.49998308,96.84202513,7.342042044,10.73155427,0,14.37741698,6.282097303,20.65951428,22,YES,YES,LAC,Latin America & the Caribbean,NO,Colombia,Upper-Middle Income,CO,NO,IBRD
COL,2017,920471,311.89,246916.09,269886.61,95.963,1314.79,105.06,1.094796953,270322.983,295471.0383,2951.268075,91.59553659,100.1166383,8.521101663,10.73155427,0,14.37741698,6.282097303,20.65951428,22,YES,YES,LAC,Latin America & the Caribbean,NO,Colombia,Upper-Middle Income,CO,NO,IBRD
COL,2018,985931,333.495,296240.91,342347.56,99.069,1341.53,105.06,1.060473004,314155.4876,363050.3453,2956.359166,106.264317,122.803193,16.53887599,10.73155427,0,14.37741698,6.282097303,20.65951428,22,YES,YES,LAC,Latin America & the Caribbean,NO,Colombia,Upper-Middle Income,CO,NO,IBRD
COL,2019,1061730,323.561,311629.08,338245.55,102.558,1374.51,105.06,1.024395952,319231.5679,346497.3721,3281.390526,97.28545426,105.5946768,8.309222537,10.73155427,0,14.37741698,6.282097303,20.65951428,22,YES,YES,LAC,Latin America & the Caribbean,NO,Colombia,Upper-Middle Income,CO,NO,IBRD
COL,2020,1008441.94,264.933,261928,357502.88,105.06,1402.07,105.06,1,261928,357502.88,3806.403657,68.81246016,93.92143142,25.10897125,10.73155427,14.37741698,14.37741698,6.282097303,20.65951428,22,YES,YES,LAC,Latin America & the Caribbean,NO,Colombia,Upper-Middle Income,CO,NO,IBRD
COL,2021,1077995.1,280.401,286924.57,353707.82,107.268,1409.43,105.06,0.979416042,281018.5267,346427.1131,3844.47666,73.0966921,90.11034368,17.01365158,10.73155427,6.282097303,14.37741698,6.282097303,20.65951428,22,YES,YES,LAC,Latin America & the Caribbean,NO,Colombia,Upper-Middle Income,CO,NO,IBRD
COL,2022,1150253.38,296.234,315603.99,351895.56,109.968,1425.59,105.06,0.955368835,301518.2161,336190.051,3882.921542,77.65241014,86.58172653,8.929316383,10.73155427,-1.802237891,14.37741698,6.282097303,20.65951428,22,YES,YES,LAC,Latin America & the Caribbean,NO,Colombia,Upper-Middle Income,CO,NO,IBRD
COL,2023,1230873.97,313.858,346290.55,370410.13,112.911,1442.86,105.06,0.930467359,322212.0536,344654.5355,3921.754328,82.16018307,87.88274498,5.722561902,10.73155427,-5.008992372,14.37741698,6.282097303,20.65951428,22,YES,YES,LAC,Latin America & the Caribbean,NO,Colombia,Upper-Middle Income,CO,NO,IBRD
COL,2024,1317133.71,332.528,375125.76,386652.7,116.078,1458.9,105.06,0.905081066,339519.2228,349952.038,3960.970836,85.71616326,88.35006681,2.63390355,10.73155427,-8.097650724,14.37741698,6.282097303,20.65951428,22,YES,YES,LAC,Latin America & the Caribbean,NO,Colombia,Upper-Middle Income,CO,NO,IBRD
COL,2025,1409447.78,352.311,398889.34,411622.14,119.461,1475.9,105.06,0.879450197,350803.3087,362001.1722,4000.578409,87.68814726,90.48720838,2.799061117,10.73155427,-7.932493157,14.37741698,6.282097303,20.65951428,22,YES,YES,LAC,Latin America & the Caribbean,NO,Colombia,Upper-Middle Income,CO,NO,IBRD
COM,2014,425.713,1.15,60.45,61.858,163.601,206.343,180.998,1.106337981,66.87813094,68.43585482,370.1852174,0.180661268,0.184869227,0.004207958,0.007003706,0,0.039837328,0.027577217,0.067414545,22,NO,NO,SSA,Sub-Saharan Africa,YES,Comoros,Low Income,KM,YES,IDA
COM,2015,428.346,0.966,92.767,81.643,165.141,203.344,180.998,1.096020976,101.6745779,89.48244054,443.4223602,0.229295108,0.201799568,-0.02749554,0.007003706,0,0.039837328,0.027577217,0.067414545,22,NO,NO,SSA,Sub-Saharan Africa,YES,Comoros,Low Income,KM,YES,IDA
COM,2016,450.159,1.013,63.841,84.007,166.466,197.571,180.998,1.087297106,69.41413453,91.34056796,444.3820336,0.156203738,0.205545141,0.049341404,0.007003706,0,0.039837328,0.027577217,0.067414545,22,NO,NO,SSA,Sub-Saharan Africa,YES,Comoros,Low Income,KM,YES,IDA
COM,2017,469.217,1.077,80.91,79.262,166.618,190.126,180.998,1.086305201,87.89295382,86.10272285,435.6703807,0.201741862,0.197632721,-0.004109141,0.007003706,0,0.039837328,0.027577217,0.067414545,22,NO,NO,SSA,Sub-Saharan Africa,YES,Comoros,Low Income,KM,YES,IDA
COM,2018,490.958,1.179,68.142,73.239,169.455,187.45,180.998,1.06811838,72.78372262,78.227922,416.4189992,0.174784827,0.187858676,0.01307385,0.007003706,0,0.039837328,0.027577217,0.067414545,22,NO,NO,SSA,Sub-Saharan Africa,YES,Comoros,Low Income,KM,YES,IDA
COM,2019,523.069,1.19,84.409,95.938,175.726,192.614,180.998,1.030001252,86.94137568,98.81626011,439.5537815,0.197794626,0.224810397,0.027015771,0.007003706,0,0.039837328,0.027577217,0.067414545,22,NO,NO,SSA,Sub-Saharan Africa,YES,Comoros,Low Income,KM,YES,IDA
COM,2020,526.359,1.2,100.765,121.311,180.998,194.666,180.998,1,100.765,121.311,438.6325,0.22972534,0.276566374,0.046841034,0.007003706,0.039837328,0.039837328,0.027577217,0.067414545,22,NO,NO,SSA,Sub-Saharan Africa,YES,Comoros,Low Income,KM,YES,IDA
COM,2021,552.179,1.318,107.821,122.613,184.799,194.17,180.998,0.979431707,105.6033061,120.0910599,418.9522003,0.252065286,0.286646209,0.034580923,0.007003706,0.027577217,0.039837328,0.027577217,0.067414545,22,NO,NO,SSA,Sub-Saharan Africa,YES,Comoros,Low Income,KM,YES,IDA
COM,2022,584.603,1.405,104.128,117.914,188.403,194.562,180.998,0.960695955,100.0353484,113.2795028,416.0875445,0.240418993,0.272249204,0.031830211,0.007003706,0.024826505,0.039837328,0.027577217,0.067414545,22,NO,NO,SSA,Sub-Saharan Africa,YES,Comoros,Low Income,KM,YES,IDA
COM,2023,620.042,1.495,110.576,124.344,192.077,194.89,180.998,0.942320007,104.1979771,117.171839,414.7438127,0.251234555,0.282516183,0.031281628,0.007003706,0.024277922,0.039837328,0.027577217,0.067414545,22,NO,NO,SSA,Sub-Saharan Africa,YES,Comoros,Low Income,KM,YES,IDA
COM,2024,657.93,1.586,115.909,129.29,195.822,195.03,180.998,0.924298598,107.1345262,119.5025657,414.8360656,0.258257502,0.288071785,0.029814282,0.007003706,0.022810576,0.039837328,0.027577217,0.067414545,22,NO,NO,SSA,Sub-Saharan Africa,YES,Comoros,Low Income,KM,YES,IDA
COM,2025,699.023,1.684,122.93,137.06,199.641,195.085,180.998,0.906617378,111.4504743,124.2609779,415.0967933,0.268492737,0.299354223,0.030861485,0.007003706,0.023857779,0.039837328,0.027577217,0.067414545,22,NO,NO,SSA,Sub-Saharan Africa,YES,Comoros,Low Income,KM,YES,IDA
CPV,2014,154.435,1.86,35.327,47.082,99.259,51.84,102.118,1.028803433,36.34453889,48.43812325,83.02956989,0.437730063,0.583384008,0.145653944,0.076124576,0,0.134642664,0.119661833,0.254304497,18,NO,NO,SSA,Sub-Saharan Africa,YES,Cape Verde,Lower-Middle Income,CV,YES,IDA
CPV,2015,158.7,1.597,42.678,49.907,99.401,50.453,102.118,1.027333729,43.84454889,51.27114442,99.37382592,0.44120822,0.51594214,0.07473392,0.076124576,0,0.134642664,0.119661833,0.254304497,18,NO,NO,SSA,Sub-Saharan Africa,YES,Cape Verde,Lower-Middle Income,CV,YES,IDA
CPV,2016,165.785,1.663,44.107,49.139,97.974,49.364,102.118,1.042296936,45.97259095,51.21742913,99.6903187,0.461154017,0.513765326,0.052611309,0.076124576,0,0.134642664,0.119661833,0.254304497,18,NO,NO,SSA,Sub-Saharan Africa,YES,Cape Verde,Lower-Middle Income,CV,YES,IDA
CPV,2017,173.096,1.77,49.505,54.65,98.741,48.477,102.118,1.034200585,51.19809998,56.51906199,97.79435028,0.523528198,0.577937906,0.054409708,0.076124576,0,0.134642664,0.119661833,0.254304497,18,NO,NO,SSA,Sub-Saharan Africa,YES,Cape Verde,Lower-Middle Income,CV,YES,IDA
CPV,2018,183.696,1.966,51.857,56.726,100,48.062,102.118,1.02118,52.95533126,57.92745668,93.43641913,0.566752576,0.619966574,0.053213998,0.076124576,0,0.134642664,0.119661833,0.254304497,18,NO,NO,SSA,Sub-Saharan Africa,YES,Cape Verde,Lower-Middle Income,CV,YES,IDA
CPV,2019,195.2,1.982,57.392,60.974,101.107,47.485,102.118,1.009999308,57.96588027,61.58369779,98.4863774,0.588567493,0.625301686,0.036734192,0.076124576,0,0.134642664,0.119661833,0.254304497,18,NO,NO,SSA,Sub-Saharan Africa,YES,Cape Verde,Lower-Middle Income,CV,YES,IDA
CPV,2020,183.906,1.87,53.677,74.405,102.118,47.318,102.118,1,53.677,74.405,98.34545455,0.545800518,0.756567757,0.21076724,0.076124576,0.134642664,0.134642664,0.119661833,0.254304497,18,NO,NO,SSA,Sub-Saharan Africa,YES,Cape Verde,Lower-Middle Income,CV,YES,IDA
CPV,2021,194.414,2.071,54.346,72.946,103.344,46.841,102.118,0.988136708,53.70127756,72.08062034,93.87445678,0.572054203,0.767840612,0.195786409,0.076124576,0.119661833,0.134642664,0.119661833,0.254304497,18,NO,NO,SSA,Sub-Saharan Africa,YES,Cape Verde,Lower-Middle Income,CV,YES,IDA
CPV,2022,206.583,2.215,59.008,72.043,104.791,46.672,102.118,0.974492084,57.50282891,70.20533323,93.26546275,0.616550084,0.752747385,0.136197301,0.076124576,0.060072725,0.134642664,0.119661833,0.254304497,18,NO,NO,SSA,Sub-Saharan Africa,YES,Cape Verde,Lower-Middle Income,CV,YES,IDA
CPV,2023,221.668,2.384,63.29,69.402,106.362,46.516,102.118,0.960098531,60.76463605,66.63275828,92.98154362,0.653512877,0.71662349,0.063110613,0.076124576,-0.013013963,0.134642664,0.119661833,0.254304497,18,NO,NO,SSA,Sub-Saharan Africa,YES,Cape Verde,Lower-Middle Income,CV,YES,IDA
CPV,2024,238.626,2.567,68.741,73.828,108.064,46.352,102.118,0.944977051,64.95866744,69.76576569,92.95909622,0.69878764,0.750499613,0.051711973,0.076124576,-0.024412603,0.134642664,0.119661833,0.254304497,18,NO,NO,SSA,Sub-Saharan Africa,YES,Cape Verde,Lower-Middle Income,CV,YES,IDA
CPV,2025,257.834,2.771,75.798,79.284,109.901,46.254,102.118,0.929181718,70.43011587,73.66924334,93.04727535,0.756928299,0.791739931,0.034811632,0.076124576,-0.041312944,0.134642664,0.119661833,0.254304497,18,NO,NO,SSA,Sub-Saharan Africa,YES,Cape Verde,Lower-Middle Income,CV,YES,IDA
CRI,2014,27226.88,51.181,3625.19,5230.81,98.743,363.422,106.375,1.077291555,3905.386572,5635.107438,531.9724116,7.341332908,10.59285654,3.251523629,3.477975671,0,2.108353085,1.150546496,3.258899581,24,NO,NO,LAC,Latin America & the Caribbean,NO,Costa Rica,Upper-Middle Income,CR,NO,IBRD
CRI,2015,29281.37,55.41,3993.82,5647.13,99.533,364.163,106.375,1.068741021,4268.359263,6035.319479,528.4491969,8.077142113,11.42081304,3.343670928,3.477975671,0,2.108353085,1.150546496,3.258899581,24,NO,NO,LAC,Latin America & the Caribbean,NO,Costa Rica,Upper-Middle Income,CR,NO,IBRD
CRI,2016,31136.21,57.828,4379.46,6023.6,99.516,352.897,106.375,1.06892359,4681.308106,6438.768138,538.4279242,8.694400673,11.95845878,3.264058108,3.477975671,0,2.108353085,1.150546496,3.258899581,24,NO,NO,LAC,Latin America & the Caribbean,NO,Costa Rica,Upper-Middle Income,CR,NO,IBRD
CRI,2017,33189.22,58.964,4560.07,6610.37,101.136,350.817,106.375,1.051801535,4796.288624,6952.79731,562.8726002,8.521090957,12.35234635,3.831255395,3.477975671,0,2.108353085,1.150546496,3.258899581,24,NO,NO,LAC,Latin America & the Caribbean,NO,Costa Rica,Upper-Middle Income,CR,NO,IBRD
CRI,2018,34937.94,60.89,4766.51,6829.42,103.381,351.296,106.375,1.028960834,4904.552106,7027.2057,573.7878141,8.547675613,12.24704591,3.699370294,3.477975671,0,2.108353085,1.150546496,3.258899581,24,NO,NO,LAC,Latin America & the Caribbean,NO,Costa Rica,Upper-Middle Income,CR,NO,IBRD
CRI,2019,36295.62,62.142,5164.24,7706.81,105.548,351.228,106.375,1.007835298,5204.703358,7767.195151,584.0755045,8.911011192,13.29827238,4.38726119,3.477975671,0,2.108353085,1.150546496,3.258899581,24,NO,NO,LAC,Latin America & the Caribbean,NO,Costa Rica,Upper-Middle Income,CR,NO,IBRD
CRI,2020,34598.15,59.645,4536.27,7776.72,106.375,349.344,106.375,1,4536.27,7776.72,580.0679018,7.820239641,13.4065684,5.586328756,3.477975671,2.108353085,2.108353085,1.150546496,3.258899581,24,NO,NO,LAC,Latin America & the Caribbean,NO,Costa Rica,Upper-Middle Income,CR,NO,IBRD
CRI,2021,35898.26,61.186,5052.45,7791.14,107.28,346.678,106.375,0.991564131,5009.828195,7725.414966,586.7070899,8.538891521,13.16741369,4.628522166,3.477975671,1.150546496,2.108353085,1.150546496,3.258899581,24,NO,NO,LAC,Latin America & the Caribbean,NO,Costa Rica,Upper-Middle Income,CR,NO,IBRD
CRI,2022,37807.91,65.033,5550.15,7827.54,108.784,346.95,106.375,0.977855199,5427.243034,7654.200687,581.3649993,9.335345335,13.16591246,3.830567122,3.477975671,0.352591451,2.108353085,1.150546496,3.258899581,24,NO,NO,LAC,Latin America & the Caribbean,NO,Costa Rica,Upper-Middle Income,CR,NO,IBRD
CRI,2023,39824.36,68.828,6114.13,7861.7,110.743,348.493,106.375,0.960557326,5872.972366,7551.613533,578.6069623,10.15019305,13.05136997,2.901176924,3.477975671,-0.576798747,2.108353085,1.150546496,3.258899581,24,NO,NO,LAC,Latin America & the Caribbean,NO,Costa Rica,Upper-Middle Income,CR,NO,IBRD
CRI,2024,42110.51,72.777,6525.38,7887.42,113.238,350.713,106.375,0.939393137,6129.897186,7409.388213,578.6238784,10.59392364,12.80518916,2.211265514,3.477975671,-1.266710157,2.108353085,1.150546496,3.258899581,24,NO,NO,LAC,Latin America & the Caribbean,NO,Costa Rica,Upper-Middle Income,CR,NO,IBRD
CRI,2025,44809.14,77.045,7034.8,8014.74,116.355,354.674,106.375,0.914228009,6431.411198,7327.299794,581.5969888,11.05819205,12.59858619,1.540394143,3.477975671,-1.937581528,2.108353085,1.150546496,3.258899581,24,NO,NO,LAC,Latin America & the Caribbean,NO,Costa Rica,Upper-Middle Income,CR,NO,IBRD
CYP,2014,17.408,23.133,7.008,7.048,101.559,0.68,100.151,0.986136138,6.910842052,6.950287498,0.752518048,9.183623001,9.23604094,0.05241794,0.141814018,0,1.154520577,0.39259878,1.547119358,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Cyprus,High Income,CY,YES,NONE
CYP,2015,17.827,19.781,7.07,7.068,99.991,0.663,100.151,1.001600144,7.081313018,7.079309818,0.901218341,7.857488799,7.855266029,-0.002222769,0.141814018,0,1.154520577,0.39259878,1.547119358,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Cyprus,High Income,CY,YES,NONE
CYP,2016,18.873,20.885,7.115,7.098,98.773,0.622,100.151,1.013951181,7.214262653,7.197025483,0.903662916,7.983355879,7.9642811,-0.019074779,0.141814018,0,1.154520577,0.39259878,1.547119358,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Cyprus,High Income,CY,YES,NONE
CYP,2017,20.04,22.63,7.729,7.396,99.447,0.615,100.151,1.007079148,7.783714732,7.448357376,0.885550155,8.789693832,8.410994383,-0.37869945,0.141814018,0,1.154520577,0.39259878,1.547119358,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Cyprus,High Income,CY,YES,NONE
CYP,2018,21.138,24.974,8.288,9.183,100.224,0.609,100.151,0.999271632,8.281963282,9.176311392,0.846400256,9.784925301,10.84157445,1.056649149,0.141814018,0,1.154520577,0.39259878,1.547119358,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Cyprus,High Income,CY,YES,NONE
CYP,2019,21.944,24.568,9.048,8.667,100.782,0.601,100.151,0.993738961,8.991350122,8.612735578,0.893194399,10.06650974,9.642621567,-0.423888176,0.141814018,0,1.154520577,0.39259878,1.547119358,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Cyprus,High Income,CY,YES,NONE
CYP,2020,20.335,23.246,8.574,9.708,100.151,0.587,100.151,1,8.574,9.708,0.874774155,9.801386968,11.09772156,1.296334596,0.141814018,1.154520577,1.154520577,0.39259878,1.547119358,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Cyprus,High Income,CY,YES,NONE
CYP,2021,21.63,26.599,9.467,9.906,101.17,0.584,100.151,0.989927844,9.371646901,9.806225225,0.813188466,11.52456939,12.05898219,0.534412798,0.141814018,0.39259878,1.154520577,0.39259878,1.547119358,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Cyprus,High Income,CY,YES,NONE
CYP,2022,22.729,28.228,10.282,10.351,102.182,0.581,100.151,0.980123701,10.07763189,10.14526043,0.805193425,12.51579009,12.59978052,0.083990422,0.141814018,-0.057823596,1.154520577,0.39259878,1.547119358,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Cyprus,High Income,CY,YES,NONE
CYP,2023,23.894,29.822,10.962,10.9,103.408,0.58,100.151,0.968503404,10.61673431,10.5566871,0.801220575,13.25070104,13.17575637,-0.074944669,0.141814018,-0.216758687,1.154520577,0.39259878,1.547119358,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Cyprus,High Income,CY,YES,NONE
CYP,2024,24.964,31.214,11.488,11.208,104.856,0.579,100.151,0.955128939,10.97252125,10.70508515,0.799769334,13.71960736,13.38521582,-0.334391544,0.141814018,-0.476205563,1.154520577,0.39259878,1.547119358,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Cyprus,High Income,CY,YES,NONE
CYP,2025,26.098,32.66,11.98,11.588,106.639,0.579,100.151,0.939159219,11.25112745,10.88297703,0.799081445,14.08007596,13.61935895,-0.46071701,0.141814018,-0.602531028,1.154520577,0.39259878,1.547119358,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Cyprus,High Income,CY,YES,NONE
CZE,2014,4345.77,209.359,1739.95,1830.51,99.658,12.703,111.942,1.123261555,1954.418942,2056.141508,20.75750266,94.15482072,99.05534117,4.900520454,-0.267725239,0,17.93801975,11.9580663,29.89608606,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Czech Republic,High Income,CZ,NO,NONE
CZE,2015,4625.38,188.033,1888.13,1916.39,99.983,12.935,111.942,1.119610334,2113.969859,2145.610048,24.59876724,85.93804068,87.22429164,1.286250962,-0.267725239,0,17.93801975,11.9580663,29.89608606,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Czech Republic,High Income,CZ,NO,NONE
CZE,2016,4796.87,196.272,1940.92,1906.78,100.65,12.578,111.942,1.11219076,2158.67329,2120.703097,24.43990992,88.32574658,86.77213232,-1.553614259,-0.267725239,0,17.93801975,11.9580663,29.89608606,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Czech Republic,High Income,CZ,NO,NONE
CZE,2017,5110.74,218.629,2069.05,1992.33,103.117,12.378,111.942,1.085582397,2246.124258,2162.838376,23.3763133,96.08547889,92.5226467,-3.562832189,-0.267725239,0,17.93801975,11.9580663,29.89608606,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Czech Republic,High Income,CZ,NO,NONE
CZE,2018,5408.77,248.909,2245.12,2195.86,105.342,12.398,111.942,1.062653073,2385.783667,2333.437377,21.72990932,109.7926195,107.3836684,-2.408951164,-0.267725239,0,17.93801975,11.9580663,29.89608606,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Czech Republic,High Income,CZ,NO,NONE
CZE,2019,5748.67,250.681,2381.23,2365.86,108.35,12.65,111.942,1.033151823,2460.172115,2444.292571,22.93221265,107.2801893,106.5877335,-0.692455794,-0.267725239,0,17.93801975,11.9580663,29.89608606,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Czech Republic,High Income,CZ,NO,NONE
CZE,2020,5572.59,241.975,2262.95,2669.89,111.942,12.933,111.942,1,2262.95,2669.89,23.0296105,98.26262586,115.9329204,17.67029451,-0.267725239,17.93801975,17.93801975,11.9580663,29.89608606,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Czech Republic,High Income,CZ,NO,NONE
CZE,2021,5933.24,278.889,2433.54,2688.21,114.626,12.816,111.942,0.976584719,2376.557977,2625.264807,21.27455726,111.7089276,123.3992687,11.69034106,-0.267725239,11.9580663,17.93801975,11.9580663,29.89608606,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Czech Republic,High Income,CZ,NO,NONE
CZE,2022,6296.07,298.896,2603.87,2805.56,117.148,12.811,111.942,0.955560488,2488.155287,2680.882282,21.06441705,118.1212507,127.270661,9.149410318,-0.267725239,9.417135557,17.93801975,11.9580663,29.89608606,26,NO,NO,ECA,Eastern Europe & Central Asia,NO,Czech Republic,High Income,CZ,NO,NONE
