Country,Tax Type,month,Apr-20,Mar-20,Jun-19,Jun-20,Jul-19,Jul-20,Income_Group,May-20,IDA,Region_Code,Oct-19,Jan-20,Jan-19,Sep-19,Aug-19,Apr-19,Country_Code,May-19,Mar-19,Feb-20,Feb-19,Units (LCU),Nov-19,Dec-19,grmonth
Canada,Tax Revenue,2,16890.0,20172.0,23578.0,18595.0,23186.0,,High Income,13138.0,,NAM,21904.0,24783.0,23907.0,23275.0,20562.0,24103.0,CAN,22747.0,21474.0,26599.0,26979.0,mill lcu,22527.0,26729.0,-0.060631461302039676
Canada,Tax Revenue,3,16890.0,20172.0,23578.0,18595.0,23186.0,,High Income,13138.0,,NAM,21904.0,24783.0,23907.0,23275.0,20562.0,24103.0,CAN,22747.0,21474.0,26599.0,26979.0,mill lcu,22527.0,26729.0,-0.2992573538563664
Canada,Tax Revenue,4,16890.0,20172.0,23578.0,18595.0,23186.0,,High Income,13138.0,,NAM,21904.0,24783.0,23907.0,23275.0,20562.0,24103.0,CAN,22747.0,21474.0,26599.0,26979.0,mill lcu,22527.0,26729.0,-0.42242933134039656
Canada,Tax Revenue,5,16890.0,20172.0,23578.0,18595.0,23186.0,,High Income,13138.0,,NAM,21904.0,24783.0,23907.0,23275.0,20562.0,24103.0,CAN,22747.0,21474.0,26599.0,26979.0,mill lcu,22527.0,26729.0,-0.21134108066841972
Canada,Tax Revenue,6,16890.0,20172.0,23578.0,18595.0,23186.0,,High Income,13138.0,,NAM,21904.0,24783.0,23907.0,23275.0,20562.0,24103.0,CAN,22747.0,21474.0,26599.0,26979.0,mill lcu,22527.0,26729.0,
United States,CIT,0,3940.0,10390.0,51269.0,5707.0,6967.0,67991.0,High Income,-1795.0,,NAM,6571.0,10492.0,6754.0,60318.0,-1396.0,44688.0,USA,411.0,8793.0,-2041.0,-669.0,mill lcu,532.0,58311.0,0.5534498075214688
United States,CIT,1,3940.0,10390.0,51269.0,5707.0,6967.0,67991.0,High Income,-1795.0,,NAM,6571.0,10492.0,6754.0,60318.0,-1396.0,44688.0,USA,411.0,8793.0,-2041.0,-669.0,mill lcu,532.0,58311.0,2.0508221225710015
United States,CIT,2,3940.0,10390.0,51269.0,5707.0,6967.0,67991.0,High Income,-1795.0,,NAM,6571.0,10492.0,6754.0,60318.0,-1396.0,44688.0,USA,411.0,8793.0,-2041.0,-669.0,mill lcu,532.0,58311.0,0.18162174456954397
United States,CIT,3,3940.0,10390.0,51269.0,5707.0,6967.0,67991.0,High Income,-1795.0,,NAM,6571.0,10492.0,6754.0,60318.0,-1396.0,44688.0,USA,411.0,8793.0,-2041.0,-669.0,mill lcu,532.0,58311.0,-0.9118331543143573
United States,CIT,4,3940.0,10390.0,51269.0,5707.0,6967.0,67991.0,High Income,-1795.0,,NAM,6571.0,10492.0,6754.0,60318.0,-1396.0,44688.0,USA,411.0,8793.0,-2041.0,-669.0,mill lcu,532.0,58311.0,-5.367396593673966
United States,CIT,5,3940.0,10390.0,51269.0,5707.0,6967.0,67991.0,High Income,-1795.0,,NAM,6571.0,10492.0,6754.0,60318.0,-1396.0,44688.0,USA,411.0,8793.0,-2041.0,-669.0,mill lcu,532.0,58311.0,-0.8886851703758607
United States,CIT,6,3940.0,10390.0,51269.0,5707.0,6967.0,67991.0,High Income,-1795.0,,NAM,6571.0,10492.0,6754.0,60318.0,-1396.0,44688.0,USA,411.0,8793.0,-2041.0,-669.0,mill lcu,532.0,58311.0,8.759006746088703
United States,Customs duties,0,4114.0,4815.0,5606.0,4480.0,6473.0,5013.0,High Income,3833.0,,NAM,7757.0,6918.0,6628.0,6833.0,7005.0,5237.0,USA,4934.0,5163.0,6286.0,5076.0,mill lcu,6940.0,6449.0,0.043753771876885936
United States,Customs duties,1,4114.0,4815.0,5606.0,4480.0,6473.0,5013.0,High Income,3833.0,,NAM,7757.0,6918.0,6628.0,6833.0,7005.0,5237.0,USA,4934.0,5163.0,6286.0,5076.0,mill lcu,6940.0,6449.0,0.23837667454688732
United States,Customs duties,2,4114.0,4815.0,5606.0,4480.0,6473.0,5013.0,High Income,3833.0,,NAM,7757.0,6918.0,6628.0,6833.0,7005.0,5237.0,USA,4934.0,5163.0,6286.0,5076.0,mill lcu,6940.0,6449.0,-0.0674026728646136
United States,Customs duties,3,4114.0,4815.0,5606.0,4480.0,6473.0,5013.0,High Income,3833.0,,NAM,7757.0,6918.0,6628.0,6833.0,7005.0,5237.0,USA,4934.0,5163.0,6286.0,5076.0,mill lcu,6940.0,6449.0,-0.21443574565590987
United States,Customs duties,4,4114.0,4815.0,5606.0,4480.0,6473.0,5013.0,High Income,3833.0,,NAM,7757.0,6918.0,6628.0,6833.0,7005.0,5237.0,USA,4934.0,5163.0,6286.0,5076.0,mill lcu,6940.0,6449.0,-0.22314552087555736
United States,Customs duties,5,4114.0,4815.0,5606.0,4480.0,6473.0,5013.0,High Income,3833.0,,NAM,7757.0,6918.0,6628.0,6833.0,7005.0,5237.0,USA,4934.0,5163.0,6286.0,5076.0,mill lcu,6940.0,6449.0,-0.20085622547270782
United States,Customs duties,6,4114.0,4815.0,5606.0,4480.0,6473.0,5013.0,High Income,3833.0,,NAM,7757.0,6918.0,6628.0,6833.0,7005.0,5237.0,USA,4934.0,5163.0,6286.0,5076.0,mill lcu,6940.0,6449.0,-0.22555229414490963
United States,Excises,0,353.0,6415.0,7110.0,3678.0,7868.0,6226.0,High Income,2701.0,,NAM,6036.0,6308.0,6776.0,11986.0,7866.0,7093.0,USA,7593.0,7841.0,6685.0,5353.0,mill lcu,7513.0,7017.0,-0.0690672963400236
United States,Excises,1,353.0,6415.0,7110.0,3678.0,7868.0,6226.0,High Income,2701.0,,NAM,6036.0,6308.0,6776.0,11986.0,7866.0,7093.0,USA,7593.0,7841.0,6685.0,5353.0,mill lcu,7513.0,7017.0,0.2488324304128526
United States,Excises,2,353.0,6415.0,7110.0,3678.0,7868.0,6226.0,High Income,2701.0,,NAM,6036.0,6308.0,6776.0,11986.0,7866.0,7093.0,USA,7593.0,7841.0,6685.0,5353.0,mill lcu,7513.0,7017.0,-0.1818645580920801
United States,Excises,3,353.0,6415.0,7110.0,3678.0,7868.0,6226.0,High Income,2701.0,,NAM,6036.0,6308.0,6776.0,11986.0,7866.0,7093.0,USA,7593.0,7841.0,6685.0,5353.0,mill lcu,7513.0,7017.0,-0.9502326237135204
United States,Excises,4,353.0,6415.0,7110.0,3678.0,7868.0,6226.0,High Income,2701.0,,NAM,6036.0,6308.0,6776.0,11986.0,7866.0,7093.0,USA,7593.0,7841.0,6685.0,5353.0,mill lcu,7513.0,7017.0,-0.6442776241274858
United States,Excises,5,353.0,6415.0,7110.0,3678.0,7868.0,6226.0,High Income,2701.0,,NAM,6036.0,6308.0,6776.0,11986.0,7866.0,7093.0,USA,7593.0,7841.0,6685.0,5353.0,mill lcu,7513.0,7017.0,-0.48270042194092827
United States,Excises,6,353.0,6415.0,7110.0,3678.0,7868.0,6226.0,High Income,2701.0,,NAM,6036.0,6308.0,6776.0,11986.0,7866.0,7093.0,USA,7593.0,7841.0,6685.0,5353.0,mill lcu,7513.0,7017.0,-0.2086934417895272
United States,Income Tax,0,79197.0,108706.0,192418.0,97823.0,134394.0,441097.0,High Income,45965.0,,NAM,132960.0,227152.0,203890.0,243290.0,104586.0,377497.0,USA,104103.0,106029.0,67585.0,55992.0,mill lcu,106296.0,211017.0,0.1140909313845701
United States,Income Tax,1,79197.0,108706.0,192418.0,97823.0,134394.0,441097.0,High Income,45965.0,,NAM,132960.0,227152.0,203890.0,243290.0,104586.0,377497.0,USA,104103.0,106029.0,67585.0,55992.0,mill lcu,106296.0,211017.0,0.20704743534790684
United States,Income Tax,2,79197.0,108706.0,192418.0,97823.0,134394.0,441097.0,High Income,45965.0,,NAM,132960.0,227152.0,203890.0,243290.0,104586.0,377497.0,USA,104103.0,106029.0,67585.0,55992.0,mill lcu,106296.0,211017.0,0.02524780956153505
United States,Income Tax,3,79197.0,108706.0,192418.0,97823.0,134394.0,441097.0,High Income,45965.0,,NAM,132960.0,227152.0,203890.0,243290.0,104586.0,377497.0,USA,104103.0,106029.0,67585.0,55992.0,mill lcu,106296.0,211017.0,-0.7902049552711677
United States,Income Tax,4,79197.0,108706.0,192418.0,97823.0,134394.0,441097.0,High Income,45965.0,,NAM,132960.0,227152.0,203890.0,243290.0,104586.0,377497.0,USA,104103.0,106029.0,67585.0,55992.0,mill lcu,106296.0,211017.0,-0.5584661345014073
United States,Income Tax,5,79197.0,108706.0,192418.0,97823.0,134394.0,441097.0,High Income,45965.0,,NAM,132960.0,227152.0,203890.0,243290.0,104586.0,377497.0,USA,104103.0,106029.0,67585.0,55992.0,mill lcu,106296.0,211017.0,-0.4916120113502895
United States,Income Tax,6,79197.0,108706.0,192418.0,97823.0,134394.0,441097.0,High Income,45965.0,,NAM,132960.0,227152.0,203890.0,243290.0,104586.0,377497.0,USA,104103.0,106029.0,67585.0,55992.0,mill lcu,106296.0,211017.0,2.282118249326607
United States,Other Taxes,0,18752.0,8966.0,8072.0,8588.0,8764.0,12623.0,High Income,9607.0,,NAM,8951.0,10867.0,7622.0,8289.0,12686.0,10589.0,USA,8354.0,7353.0,7476.0,5618.0,mill lcu,7700.0,8227.0,0.4257412752558384
United States,Other Taxes,1,18752.0,8966.0,8072.0,8588.0,8764.0,12623.0,High Income,9607.0,,NAM,8951.0,10867.0,7622.0,8289.0,12686.0,10589.0,USA,8354.0,7353.0,7476.0,5618.0,mill lcu,7700.0,8227.0,0.33072267710929154
United States,Other Taxes,2,18752.0,8966.0,8072.0,8588.0,8764.0,12623.0,High Income,9607.0,,NAM,8951.0,10867.0,7622.0,8289.0,12686.0,10589.0,USA,8354.0,7353.0,7476.0,5618.0,mill lcu,7700.0,8227.0,0.21936624507003943
United States,Other Taxes,3,18752.0,8966.0,8072.0,8588.0,8764.0,12623.0,High Income,9607.0,,NAM,8951.0,10867.0,7622.0,8289.0,12686.0,10589.0,USA,8354.0,7353.0,7476.0,5618.0,mill lcu,7700.0,8227.0,0.7708943242988007
United States,Other Taxes,4,18752.0,8966.0,8072.0,8588.0,8764.0,12623.0,High Income,9607.0,,NAM,8951.0,10867.0,7622.0,8289.0,12686.0,10589.0,USA,8354.0,7353.0,7476.0,5618.0,mill lcu,7700.0,8227.0,0.14998802968637778
United States,Other Taxes,5,18752.0,8966.0,8072.0,8588.0,8764.0,12623.0,High Income,9607.0,,NAM,8951.0,10867.0,7622.0,8289.0,12686.0,10589.0,USA,8354.0,7353.0,7476.0,5618.0,mill lcu,7700.0,8227.0,0.0639246778989098
United States,Other Taxes,6,18752.0,8966.0,8072.0,8588.0,8764.0,12623.0,High Income,9607.0,,NAM,8951.0,10867.0,7622.0,8289.0,12686.0,10589.0,USA,8354.0,7353.0,7476.0,5618.0,mill lcu,7700.0,8227.0,0.44032405294386123
United States,PIT,0,75257.0,98316.0,141149.0,92116.0,127427.0,373106.0,High Income,47760.0,,NAM,126389.0,216660.0,197136.0,182972.0,105982.0,332809.0,USA,103692.0,97236.0,69626.0,56661.0,mill lcu,105764.0,152706.0,0.0990382274166058
United States,PIT,1,75257.0,98316.0,141149.0,92116.0,127427.0,373106.0,High Income,47760.0,,NAM,126389.0,216660.0,197136.0,182972.0,105982.0,332809.0,USA,103692.0,97236.0,69626.0,56661.0,mill lcu,105764.0,152706.0,0.2288169993469935
United States,PIT,2,75257.0,98316.0,141149.0,92116.0,127427.0,373106.0,High Income,47760.0,,NAM,126389.0,216660.0,197136.0,182972.0,105982.0,332809.0,USA,103692.0,97236.0,69626.0,56661.0,mill lcu,105764.0,152706.0,0.011106997408367271
United States,PIT,3,75257.0,98316.0,141149.0,92116.0,127427.0,373106.0,High Income,47760.0,,NAM,126389.0,216660.0,197136.0,182972.0,105982.0,332809.0,USA,103692.0,97236.0,69626.0,56661.0,mill lcu,105764.0,152706.0,-0.7738733027051552
United States,PIT,4,75257.0,98316.0,141149.0,92116.0,127427.0,373106.0,High Income,47760.0,,NAM,126389.0,216660.0,197136.0,182972.0,105982.0,332809.0,USA,103692.0,97236.0,69626.0,56661.0,mill lcu,105764.0,152706.0,-0.5394051614396482
United States,PIT,5,75257.0,98316.0,141149.0,92116.0,127427.0,373106.0,High Income,47760.0,,NAM,126389.0,216660.0,197136.0,182972.0,105982.0,332809.0,USA,103692.0,97236.0,69626.0,56661.0,mill lcu,105764.0,152706.0,-0.34738467860204464
United States,PIT,6,75257.0,98316.0,141149.0,92116.0,127427.0,373106.0,High Income,47760.0,,NAM,126389.0,216660.0,197136.0,182972.0,105982.0,332809.0,USA,103692.0,97236.0,69626.0,56661.0,mill lcu,105764.0,152706.0,1.9279979910066156
United States,Tax Revenue,0,102416.0,128902.0,213206.0,114569.0,157499.0,464959.0,High Income,62106.0,,NAM,155704.0,251245.0,224916.0,270398.0,132143.0,400416.0,USA,124984.0,126386.0,88032.0,72039.0,mill lcu,128449.0,232710.0,0.11706148073058387
United States,Tax Revenue,1,102416.0,128902.0,213206.0,114569.0,157499.0,464959.0,High Income,62106.0,,NAM,155704.0,251245.0,224916.0,270398.0,132143.0,400416.0,USA,124984.0,126386.0,88032.0,72039.0,mill lcu,128449.0,232710.0,0.22200474742847623
United States,Tax Revenue,2,102416.0,128902.0,213206.0,114569.0,157499.0,464959.0,High Income,62106.0,,NAM,155704.0,251245.0,224916.0,270398.0,132143.0,400416.0,USA,124984.0,126386.0,88032.0,72039.0,mill lcu,128449.0,232710.0,0.01990726821008656
United States,Tax Revenue,3,102416.0,128902.0,213206.0,114569.0,157499.0,464959.0,High Income,62106.0,,NAM,155704.0,251245.0,224916.0,270398.0,132143.0,400416.0,USA,124984.0,126386.0,88032.0,72039.0,mill lcu,128449.0,232710.0,-0.7442260049548469
United States,Tax Revenue,4,102416.0,128902.0,213206.0,114569.0,157499.0,464959.0,High Income,62106.0,,NAM,155704.0,251245.0,224916.0,270398.0,132143.0,400416.0,USA,124984.0,126386.0,88032.0,72039.0,mill lcu,128449.0,232710.0,-0.5030883953146003
United States,Tax Revenue,5,102416.0,128902.0,213206.0,114569.0,157499.0,464959.0,High Income,62106.0,,NAM,155704.0,251245.0,224916.0,270398.0,132143.0,400416.0,USA,124984.0,126386.0,88032.0,72039.0,mill lcu,128449.0,232710.0,-0.46263707400354587
United States,Tax Revenue,6,102416.0,128902.0,213206.0,114569.0,157499.0,464959.0,High Income,62106.0,,NAM,155704.0,251245.0,224916.0,270398.0,132143.0,400416.0,USA,124984.0,126386.0,88032.0,72039.0,mill lcu,128449.0,232710.0,1.9521393786627217
Afghanistan,Tax Revenue,0,5502.5,6878.97,7226.82,4146.16,7857.44,4636.09,Low Income,4552.91,IDA,SA,8310.5,6207.47,7557.61,5540.68,5166.56,7891.02,AFG,6300.52,6575.62,5847.06,6179.73,mill lcu,6955.75,9041.82,-0.1786464239356092
Afghanistan,Tax Revenue,1,5502.5,6878.97,7226.82,4146.16,7857.44,4636.09,Low Income,4552.91,IDA,SA,8310.5,6207.47,7557.61,5540.68,5166.56,7891.02,AFG,6300.52,6575.62,5847.06,6179.73,mill lcu,6955.75,9041.82,-0.053832448990489744
Afghanistan,Tax Revenue,2,5502.5,6878.97,7226.82,4146.16,7857.44,4636.09,Low Income,4552.91,IDA,SA,8310.5,6207.47,7557.61,5540.68,5166.56,7891.02,AFG,6300.52,6575.62,5847.06,6179.73,mill lcu,6955.75,9041.82,0.04613253198937901
Afghanistan,Tax Revenue,3,5502.5,6878.97,7226.82,4146.16,7857.44,4636.09,Low Income,4552.91,IDA,SA,8310.5,6207.47,7557.61,5540.68,5166.56,7891.02,AFG,6300.52,6575.62,5847.06,6179.73,mill lcu,6955.75,9041.82,-0.3026883723523702
Afghanistan,Tax Revenue,4,5502.5,6878.97,7226.82,4146.16,7857.44,4636.09,Low Income,4552.91,IDA,SA,8310.5,6207.47,7557.61,5540.68,5166.56,7891.02,AFG,6300.52,6575.62,5847.06,6179.73,mill lcu,6955.75,9041.82,-0.2773755182111953
Afghanistan,Tax Revenue,5,5502.5,6878.97,7226.82,4146.16,7857.44,4636.09,Low Income,4552.91,IDA,SA,8310.5,6207.47,7557.61,5540.68,5166.56,7891.02,AFG,6300.52,6575.62,5847.06,6179.73,mill lcu,6955.75,9041.82,-0.42628154568676124
Afghanistan,Tax Revenue,6,5502.5,6878.97,7226.82,4146.16,7857.44,4636.09,Low Income,4552.91,IDA,SA,8310.5,6207.47,7557.61,5540.68,5166.56,7891.02,AFG,6300.52,6575.62,5847.06,6179.73,mill lcu,6955.75,9041.82,-0.40997449550998794
Bangladesh,Tax Revenue,0,87.35,200.63,297.4,292.15,155.45,,Lower-Middle Income,131.45,Gap,SA,174.4,198.82,185.69,175.86,140.32,193.08,BGD,201.87,196.67,185.73,165.16,bill lcu,182.06,213.49,0.07070924659378532
Bangladesh,Tax Revenue,1,87.35,200.63,297.4,292.15,155.45,,Lower-Middle Income,131.45,Gap,SA,174.4,198.82,185.69,175.86,140.32,193.08,BGD,201.87,196.67,185.73,165.16,bill lcu,182.06,213.49,0.12454589488980379
Bangladesh,Tax Revenue,2,87.35,200.63,297.4,292.15,155.45,,Lower-Middle Income,131.45,Gap,SA,174.4,198.82,185.69,175.86,140.32,193.08,BGD,201.87,196.67,185.73,165.16,bill lcu,182.06,213.49,0.020135251944882332
Bangladesh,Tax Revenue,3,87.35,200.63,297.4,292.15,155.45,,Lower-Middle Income,131.45,Gap,SA,174.4,198.82,185.69,175.86,140.32,193.08,BGD,201.87,196.67,185.73,165.16,bill lcu,182.06,213.49,-0.5475968510461985
Bangladesh,Tax Revenue,4,87.35,200.63,297.4,292.15,155.45,,Lower-Middle Income,131.45,Gap,SA,174.4,198.82,185.69,175.86,140.32,193.08,BGD,201.87,196.67,185.73,165.16,bill lcu,182.06,213.49,-0.3488383613216427
Bangladesh,Tax Revenue,5,87.35,200.63,297.4,292.15,155.45,,Lower-Middle Income,131.45,Gap,SA,174.4,198.82,185.69,175.86,140.32,193.08,BGD,201.87,196.67,185.73,165.16,bill lcu,182.06,213.49,-0.01765299260255548
Bangladesh,Tax Revenue,6,87.35,200.63,297.4,292.15,155.45,,Lower-Middle Income,131.45,Gap,SA,174.4,198.82,185.69,175.86,140.32,193.08,BGD,201.87,196.67,185.73,165.16,bill lcu,182.06,213.49,
India,CIT,0,195.14,1383.22,695.14,372.31,177.41,-4.88,Lower-Middle Income,-25.33,IBRD,SA,234.29,237.16,272.08,1381.61,227.85,123.76,IND,-112.5,1882.07,253.05,206.76,bill lcu,158.46,809.31,-0.12834460452807994
India,CIT,1,195.14,1383.22,695.14,372.31,177.41,-4.88,Lower-Middle Income,-25.33,IBRD,SA,234.29,237.16,272.08,1381.61,227.85,123.76,IND,-112.5,1882.07,253.05,206.76,bill lcu,158.46,809.31,0.2238827626233315
India,CIT,2,195.14,1383.22,695.14,372.31,177.41,-4.88,Lower-Middle Income,-25.33,IBRD,SA,234.29,237.16,272.08,1381.61,227.85,123.76,IND,-112.5,1882.07,253.05,206.76,bill lcu,158.46,809.31,-0.265053903414857
India,CIT,3,195.14,1383.22,695.14,372.31,177.41,-4.88,Lower-Middle Income,-25.33,IBRD,SA,234.29,237.16,272.08,1381.61,227.85,123.76,IND,-112.5,1882.07,253.05,206.76,bill lcu,158.46,809.31,0.5767614738202972
India,CIT,4,195.14,1383.22,695.14,372.31,177.41,-4.88,Lower-Middle Income,-25.33,IBRD,SA,234.29,237.16,272.08,1381.61,227.85,123.76,IND,-112.5,1882.07,253.05,206.76,bill lcu,158.46,809.31,-0.7748444444444444
India,CIT,5,195.14,1383.22,695.14,372.31,177.41,-4.88,Lower-Middle Income,-25.33,IBRD,SA,234.29,237.16,272.08,1381.61,227.85,123.76,IND,-112.5,1882.07,253.05,206.76,bill lcu,158.46,809.31,-0.4644100468970279
India,CIT,6,195.14,1383.22,695.14,372.31,177.41,-4.88,Lower-Middle Income,-25.33,IBRD,SA,234.29,237.16,272.08,1381.61,227.85,123.76,IND,-112.5,1882.07,253.05,206.76,bill lcu,158.46,809.31,-1.0275069049095316
India,Customs duties,0,39.34,41.99,112.51,58.49,122.39,83.31,Lower-Middle Income,56.33,IBRD,SA,-73.79,106.06,104.54,98.07,103.12,131.05,IND,151.24,12.41,92.12,91.88,bill lcu,114.74,92.21,0.014539889037688884
India,Customs duties,1,39.34,41.99,112.51,58.49,122.39,83.31,Lower-Middle Income,56.33,IBRD,SA,-73.79,106.06,104.54,98.07,103.12,131.05,IND,151.24,12.41,92.12,91.88,bill lcu,114.74,92.21,0.002612102742707979
India,Customs duties,2,39.34,41.99,112.51,58.49,122.39,83.31,Lower-Middle Income,56.33,IBRD,SA,-73.79,106.06,104.54,98.07,103.12,131.05,IND,151.24,12.41,92.12,91.88,bill lcu,114.74,92.21,2.3835616438356166
India,Customs duties,3,39.34,41.99,112.51,58.49,122.39,83.31,Lower-Middle Income,56.33,IBRD,SA,-73.79,106.06,104.54,98.07,103.12,131.05,IND,151.24,12.41,92.12,91.88,bill lcu,114.74,92.21,-0.6998092331171308
India,Customs duties,4,39.34,41.99,112.51,58.49,122.39,83.31,Lower-Middle Income,56.33,IBRD,SA,-73.79,106.06,104.54,98.07,103.12,131.05,IND,151.24,12.41,92.12,91.88,bill lcu,114.74,92.21,-0.6275456228510976
India,Customs duties,5,39.34,41.99,112.51,58.49,122.39,83.31,Lower-Middle Income,56.33,IBRD,SA,-73.79,106.06,104.54,98.07,103.12,131.05,IND,151.24,12.41,92.12,91.88,bill lcu,114.74,92.21,-0.480135099102302
India,Customs duties,6,39.34,41.99,112.51,58.49,122.39,83.31,Lower-Middle Income,56.33,IBRD,SA,-73.79,106.06,104.54,98.07,103.12,131.05,IND,151.24,12.41,92.12,91.88,bill lcu,114.74,92.21,-0.31930713293569735
India,Income Tax,0,464.92,2303.64,1058.85,636.28,495.66,286.33,Lower-Middle Income,62.15,IBRD,SA,548.19,584.91,547.04,1856.65,595.33,520.92,IND,95.9,2894.13,611.77,514.64,bill lcu,393.81,1306.54,0.06922711319099153
India,Income Tax,1,464.92,2303.64,1058.85,636.28,495.66,286.33,Lower-Middle Income,62.15,IBRD,SA,548.19,584.91,547.04,1856.65,595.33,520.92,IND,95.9,2894.13,611.77,514.64,bill lcu,393.81,1306.54,0.18873387222135862
India,Income Tax,2,464.92,2303.64,1058.85,636.28,495.66,286.33,Lower-Middle Income,62.15,IBRD,SA,548.19,584.91,547.04,1856.65,595.33,520.92,IND,95.9,2894.13,611.77,514.64,bill lcu,393.81,1306.54,-0.20403022670025198
India,Income Tax,3,464.92,2303.64,1058.85,636.28,495.66,286.33,Lower-Middle Income,62.15,IBRD,SA,548.19,584.91,547.04,1856.65,595.33,520.92,IND,95.9,2894.13,611.77,514.64,bill lcu,393.81,1306.54,-0.10750211164862157
India,Income Tax,4,464.92,2303.64,1058.85,636.28,495.66,286.33,Lower-Middle Income,62.15,IBRD,SA,548.19,584.91,547.04,1856.65,595.33,520.92,IND,95.9,2894.13,611.77,514.64,bill lcu,393.81,1306.54,-0.3519290928050053
India,Income Tax,5,464.92,2303.64,1058.85,636.28,495.66,286.33,Lower-Middle Income,62.15,IBRD,SA,548.19,584.91,547.04,1856.65,595.33,520.92,IND,95.9,2894.13,611.77,514.64,bill lcu,393.81,1306.54,-0.3990839117910941
India,Income Tax,6,464.92,2303.64,1058.85,636.28,495.66,286.33,Lower-Middle Income,62.15,IBRD,SA,548.19,584.91,547.04,1856.65,595.33,520.92,IND,95.9,2894.13,611.77,514.64,bill lcu,393.81,1306.54,-0.4223257878384377
India,PIT,0,269.78,920.42,363.71,263.97,318.25,291.21,Lower-Middle Income,87.48,IBRD,SA,313.9,347.75,274.96,475.04,367.48,397.16,IND,208.4,1012.06,358.72,307.88,bill lcu,235.35,497.23,0.26472941518766374
India,PIT,1,269.78,920.42,363.71,263.97,318.25,291.21,Lower-Middle Income,87.48,IBRD,SA,313.9,347.75,274.96,475.04,367.48,397.16,IND,208.4,1012.06,358.72,307.88,bill lcu,235.35,497.23,0.1651292711446019
India,PIT,2,269.78,920.42,363.71,263.97,318.25,291.21,Lower-Middle Income,87.48,IBRD,SA,313.9,347.75,274.96,475.04,367.48,397.16,IND,208.4,1012.06,358.72,307.88,bill lcu,235.35,497.23,-0.09054799122581664
India,PIT,3,269.78,920.42,363.71,263.97,318.25,291.21,Lower-Middle Income,87.48,IBRD,SA,313.9,347.75,274.96,475.04,367.48,397.16,IND,208.4,1012.06,358.72,307.88,bill lcu,235.35,497.23,-0.3207271628562797
India,PIT,4,269.78,920.42,363.71,263.97,318.25,291.21,Lower-Middle Income,87.48,IBRD,SA,313.9,347.75,274.96,475.04,367.48,397.16,IND,208.4,1012.06,358.72,307.88,bill lcu,235.35,497.23,-0.5802303262955854
India,PIT,5,269.78,920.42,363.71,263.97,318.25,291.21,Lower-Middle Income,87.48,IBRD,SA,313.9,347.75,274.96,475.04,367.48,397.16,IND,208.4,1012.06,358.72,307.88,bill lcu,235.35,497.23,-0.27422946853262203
India,PIT,6,269.78,920.42,363.71,263.97,318.25,291.21,Lower-Middle Income,87.48,IBRD,SA,313.9,347.75,274.96,475.04,367.48,397.16,IND,208.4,1012.06,358.72,307.88,bill lcu,235.35,497.23,-0.08496465043205034
India,Tax Revenue,0,215.18,2421.38,1362.98,1016.1,873.66,683.48,Lower-Middle Income,125.15,IBRD,SA,766.81,932.84,830.45,2030.83,660.13,716.46,IND,438.46,2233.06,1168.61,747.98,bill lcu,673.6,1546.29,0.12329459931362512
India,Tax Revenue,1,215.18,2421.38,1362.98,1016.1,873.66,683.48,Lower-Middle Income,125.15,IBRD,SA,766.81,932.84,830.45,2030.83,660.13,716.46,IND,438.46,2233.06,1168.61,747.98,bill lcu,673.6,1546.29,0.5623546084119895
India,Tax Revenue,2,215.18,2421.38,1362.98,1016.1,873.66,683.48,Lower-Middle Income,125.15,IBRD,SA,766.81,932.84,830.45,2030.83,660.13,716.46,IND,438.46,2233.06,1168.61,747.98,bill lcu,673.6,1546.29,0.08433270937637151
India,Tax Revenue,3,215.18,2421.38,1362.98,1016.1,873.66,683.48,Lower-Middle Income,125.15,IBRD,SA,766.81,932.84,830.45,2030.83,660.13,716.46,IND,438.46,2233.06,1168.61,747.98,bill lcu,673.6,1546.29,-0.699662228177428
India,Tax Revenue,4,215.18,2421.38,1362.98,1016.1,873.66,683.48,Lower-Middle Income,125.15,IBRD,SA,766.81,932.84,830.45,2030.83,660.13,716.46,IND,438.46,2233.06,1168.61,747.98,bill lcu,673.6,1546.29,-0.714569173926926
India,Tax Revenue,5,215.18,2421.38,1362.98,1016.1,873.66,683.48,Lower-Middle Income,125.15,IBRD,SA,766.81,932.84,830.45,2030.83,660.13,716.46,IND,438.46,2233.06,1168.61,747.98,bill lcu,673.6,1546.29,-0.25450116656150495
India,Tax Revenue,6,215.18,2421.38,1362.98,1016.1,873.66,683.48,Lower-Middle Income,125.15,IBRD,SA,766.81,932.84,830.45,2030.83,660.13,716.46,IND,438.46,2233.06,1168.61,747.98,bill lcu,673.6,1546.29,-0.217681935764485
India,VAT,0,321.72,975.97,999.39,909.17,1020.83,874.22,Lower-Middle Income,621.51,IBRD,SA,953.8,1108.18,1025.03,919.17,982.02,1138.65,IND,1002.89,1065.77,1053.66,972.47,bill lcu,1034.91,1031.84,0.08111957698799069
India,VAT,1,321.72,975.97,999.39,909.17,1020.83,874.22,Lower-Middle Income,621.51,IBRD,SA,953.8,1108.18,1025.03,919.17,982.02,1138.65,IND,1002.89,1065.77,1053.66,972.47,bill lcu,1034.91,1031.84,0.08348843666128523
