Country,Tax_Type,month,IDA,LCU_USD_ex_rate,Income_Group,Units (LCU),Region_Code,Units(LCU),Country_Code,revenue,grmonth,revenue_USD,revenue_prev_yr,revenue_prev_yr_USD,revenue_diff,revenue_diff_USD,year,outlier,cal_month,revenue_diff_percent_LAC
Malaysia,PIT,12,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,9046.479028,,2183.837084,,,,,2019,0,Dec,
Malaysia,PIT,13,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,Jan,
Malaysia,PIT,14,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,Feb,
Malaysia,PIT,15,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,9741.433784,0.228662779,2351.600472,8018.775904,1935.747613,1722.657881,415.8528585,2020,0,Mar,
Malaysia,PIT,16,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,Apr,
Malaysia,PIT,17,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,May,
Malaysia,PIT,18,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,7508.258091,-0.062288745,1812.507651,8098.189959,1954.918316,-589.9318677,-142.4106645,2020,0,Jun,
Malaysia,PIT,19,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,Jul,
Malaysia,PIT,20,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,Aug,
Malaysia,PIT,21,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,-1,0,13516.77632,3262.975274,-13516.77632,-3262.975274,2020,0,Sep,
Malaysia,PIT,22,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,,,,0,0,,,2020,0,Oct,
Malaysia,Tax Revenue,1,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,,,,,2019,0,Jan,
Malaysia,Tax Revenue,2,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,,,,,2019,0,Feb,
Malaysia,Tax Revenue,3,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,41773.6506,,10084.23797,,,,,2019,0,Mar,
Malaysia,Tax Revenue,4,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,,,,,2019,0,Apr,
Malaysia,Tax Revenue,5,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,,,,,2019,0,May,
Malaysia,Tax Revenue,6,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,43356.41452,,10466.32016,,,,,2019,0,Jun,
Malaysia,Tax Revenue,7,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,,,,,2019,0,Jul,
Malaysia,Tax Revenue,8,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,,,,,2019,0,Aug,
Malaysia,Tax Revenue,9,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,46141.19029,,11138.57028,,,,,2019,0,Sep,
Malaysia,Tax Revenue,10,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,,,,,2019,0,Oct,
Malaysia,Tax Revenue,11,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,,,,,2019,0,Nov,
Malaysia,Tax Revenue,12,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,49294.82539,,11899.86374,,,,,2019,0,Dec,
Malaysia,Tax Revenue,13,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,Jan,
Malaysia,Tax Revenue,14,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,Feb,
Malaysia,Tax Revenue,15,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,38422.04071,-0.069758107,9275.153026,41773.6506,10084.23797,-3351.609891,-809.0849431,2020,0,Mar,
Malaysia,Tax Revenue,16,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,Apr,
Malaysia,Tax Revenue,17,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,May,
Malaysia,Tax Revenue,18,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,26813.48118,-0.374513792,6472.824883,43356.41452,10466.32016,-16542.93334,-3993.495281,2020,0,Jun,
Malaysia,Tax Revenue,19,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,Jul,
Malaysia,Tax Revenue,20,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,Aug,
Malaysia,Tax Revenue,21,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,-1,0,46141.19029,11138.57028,-46141.19029,-11138.57028,2020,0,Sep,
Malaysia,Tax Revenue,22,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,,,,0,0,,,2020,0,Oct,
Malaysia,VAT,1,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,,,,,2019,0,Jan,
Malaysia,VAT,2,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,,,,,2019,0,Feb,
Malaysia,VAT,3,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,6592.467763,,1591.43414,,,,,2019,0,Mar,
Malaysia,VAT,4,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,,,,,2019,0,Apr,
Malaysia,VAT,5,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,,,,,2019,0,May,
Malaysia,VAT,6,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,7197.814075,,1737.565881,,,,,2019,0,Jun,
Malaysia,VAT,7,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,,,,,2019,0,Jul,
Malaysia,VAT,8,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,,,,,2019,0,Aug,
Malaysia,VAT,9,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,6562.576904,,1584.218431,,,,,2019,0,Sep,
Malaysia,VAT,10,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,,,,,2019,0,Oct,
Malaysia,VAT,11,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,,,,,2019,0,Nov,
Malaysia,VAT,12,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,7315.821717,,1766.053148,,,,,2019,0,Dec,
Malaysia,VAT,13,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,Jan,
Malaysia,VAT,14,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,Feb,
Malaysia,VAT,15,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,6302.086938,-0.033160754,1521.335662,6592.467763,1591.43414,-290.3808246,-70.09847823,2020,0,Mar,
Malaysia,VAT,16,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,Apr,
Malaysia,VAT,17,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,May,
Malaysia,VAT,18,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,6060.773366,-0.148381051,1463.082111,7197.814075,1737.565881,-1137.040709,-274.4837697,2020,0,Jun,
Malaysia,VAT,19,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,Jul,
Malaysia,VAT,20,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,,0,0,0,0,0,2020,0,Aug,
Malaysia,VAT,21,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,0,-1,0,6562.576904,1584.218431,-6562.576904,-1584.218431,2020,0,Sep,
Malaysia,VAT,22,IBRD,0.241401884,Upper-Middle Income,,EAP,mill lcu,MYS,,,,0,0,,,2020,0,Oct,
Philippines,CIT,1,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,50156.11591,,968.3436247,,,,,2019,0,Jan,
Philippines,CIT,2,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,18505.10875,,357.2705693,,,,,2019,0,Feb,
Philippines,CIT,3,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,22915.48895,,442.4199766,,,,,2019,0,Mar,
Philippines,CIT,4,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,103082.7176,,1990.175886,,,,,2019,0,Apr,
Philippines,CIT,5,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,74695.28128,,1442.111258,,,,,2019,0,May,
Philippines,CIT,6,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,20784.42961,,401.2764852,,,,,2019,0,Jun,
Philippines,CIT,7,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,50144.45944,,968.1185778,,,,,2019,0,Jul,
Philippines,CIT,8,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,76572.58067,,1478.35551,,,,,2019,0,Aug,
Philippines,CIT,9,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,17385.14105,,335.6478108,,,,,2019,0,Sep,
Philippines,CIT,10,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,46015.26885,,888.3979833,,,,,2019,0,Oct,
Philippines,CIT,11,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,83863.27581,,1619.11398,,,,,2019,0,Nov,
Philippines,CIT,12,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,23209.73728,,448.1009088,,,,,2019,0,Dec,
Philippines,CIT,13,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,49907.35374,-0.028641478,963.540875,50156.11591,968.3436247,-248.7621776,-4.802749661,2020,0,Jan,
Philippines,CIT,14,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,17569.22661,-0.073170364,339.2018754,18505.10875,357.2705693,-935.8821402,-18.06869386,2020,0,Feb,
Philippines,CIT,15,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,15573.36546,-0.336574353,300.6686002,22915.48895,442.4199766,-7342.123486,-141.7513765,2020,0,Mar,
Philippines,CIT,16,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,31306.15927,-0.703528575,604.4152182,103082.7176,1990.175886,-71776.55835,-1385.760668,2020,0,Apr,
Philippines,CIT,17,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,35368.41981,-0.537766519,682.8436217,74695.28128,1442.111258,-39326.86147,-759.2676364,2020,0,May,
Philippines,CIT,18,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,114626.5271,4.383762999,2213.047496,20784.42961,401.2764852,93842.09751,1811.771011,2020,0,Jun,
Philippines,CIT,19,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,33341.51765,-0.350915379,643.7110503,50144.45944,968.1185778,-16802.94178,-324.4075275,2020,0,Jul,
Philippines,CIT,20,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,0,-1,0,76572.58067,1478.35551,-76572.58067,-1478.35551,2020,0,Aug,
Philippines,CIT,21,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,0,-1,0,17385.14105,335.6478108,-17385.14105,-335.6478108,2020,0,Sep,
Philippines,CIT,22,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,,,,46015.26885,888.3979833,,,2020,0,Oct,
Philippines,Customs Duties,1,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,7107.13,,137.2144533,,,,,2019,0,Jan,
Philippines,Customs Duties,2,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,5413.24,,104.5112116,,,,,2019,0,Feb,
Philippines,Customs Duties,3,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,5996.48,,115.7715878,,,,,2019,0,Mar,
Philippines,Customs Duties,4,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,6233.45,,120.3466707,,,,,2019,0,Apr,
Philippines,Customs Duties,5,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,6744.78,,130.21871,,,,,2019,0,May,
Philippines,Customs Duties,6,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,5315.17,,102.6178142,,,,,2019,0,Jun,
Philippines,Customs Duties,7,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,6378.53,,123.147671,,,,,2019,0,Jul,
Philippines,Customs Duties,8,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,6288.07,,121.4011967,,,,,2019,0,Aug,
Philippines,Customs Duties,9,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,6980.16,,134.7630954,,,,,2019,0,Sep,
Philippines,Customs Duties,10,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,6488.5,,125.2708168,,,,,2019,0,Oct,
Philippines,Customs Duties,11,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,5877.13,,113.4673462,,,,,2019,0,Nov,
Philippines,Customs Duties,12,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,4989.79,,96.33583556,,,,,2019,0,Dec,
Philippines,Customs Duties,13,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,6769.739636,-0.070142034,130.7005955,7107.13,137.2144533,-337.3903642,-6.513857828,2020,0,Jan,
Philippines,Customs Duties,14,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,4737.43071,-0.14567228,91.46363792,5413.24,104.5112116,-675.80929,-13.04757367,2020,0,Feb,
Philippines,Customs Duties,15,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,5460.056518,-0.111127116,105.415079,5996.48,115.7715878,-536.4234817,-10.35650886,2020,0,Mar,
Philippines,Customs Duties,16,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,4957.383683,-0.223640338,95.71018005,6233.45,120.3466707,-1276.066317,-24.63649069,2020,0,Apr,
Philippines,Customs Duties,17,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,6546.6038,-0.052482633,126.3926031,6744.78,130.21871,-198.1762002,-3.826106877,2020,0,May,
Philippines,Customs Duties,18,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,7459.125314,0.369965572,144.0102829,5315.17,102.6178142,2143.955314,41.39246874,2020,0,Jun,
Philippines,Customs Duties,19,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,4908.93287,-0.24871382,94.77476,6378.53,123.147671,-1469.59713,-28.37291098,2020,0,Jul,
Philippines,Customs Duties,20,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,0,-1,0,6288.07,121.4011967,-6288.07,-121.4011967,2020,0,Aug,
Philippines,Customs Duties,21,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,0,-1,0,6980.16,134.7630954,-6980.16,-134.7630954,2020,0,Sep,
Philippines,Customs Duties,22,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,,,,6488.5,125.2708168,,,2020,0,Oct,
Philippines,Excises,1,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,32058.98979,,618.9498092,,,,,2019,0,Jan,
Philippines,Excises,2,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,37771.6344,,729.2415032,,,,,2019,0,Feb,
Philippines,Excises,3,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,39114.96361,,755.1766111,,,,,2019,0,Mar,
Philippines,Excises,4,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,38893.11367,,750.893445,,,,,2019,0,Apr,
Philippines,Excises,5,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,42167.54627,,814.1115765,,,,,2019,0,May,
Philippines,Excises,6,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,37861.30555,,730.9727474,,,,,2019,0,Jun,
Philippines,Excises,7,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,37753.8935,,728.898987,,,,,2019,0,Jul,
Philippines,Excises,8,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,36958.17237,,713.5363244,,,,,2019,0,Aug,
Philippines,Excises,9,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,36654.26477,,707.6689047,,,,,2019,0,Sep,
Philippines,Excises,10,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,39097.74365,,754.8441523,,,,,2019,0,Oct,
Philippines,Excises,11,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,37279.16877,,719.7336707,,,,,2019,0,Nov,
Philippines,Excises,12,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,31451.55861,,607.2223837,,,,,2019,0,Dec,
Philippines,Excises,13,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,31796.0868,-0.031805191,613.8740486,32058.98979,618.9498092,-262.9029916,-5.075760576,2020,0,Jan,
Philippines,Excises,14,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,35379.82791,-0.085615516,683.0638732,37771.6344,729.2415032,-2391.806489,-46.17763004,2020,0,Feb,
Philippines,Excises,15,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,36728.16748,-0.083367527,709.0957139,39114.96361,755.1766111,-2386.796135,-46.08089719,2020,0,Mar,
Philippines,Excises,16,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,15591.4676,-0.608660944,301.0180908,38893.11367,750.893445,-23301.64607,-449.8753543,2020,0,Apr,
Philippines,Excises,17,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,23044.90405,-0.466498698,444.9185411,42167.54627,814.1115765,-19122.64222,-369.1930354,2020,0,May,
Philippines,Excises,18,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,42232.75288,0.088911828,815.3704939,37861.30555,730.9727474,4371.447332,84.39774646,2020,0,Jun,
Philippines,Excises,19,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,45120.15346,0.166669195,871.1163563,37753.8935,728.898987,7366.259953,142.2173694,2020,0,Jul,
Philippines,Excises,20,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,0,-1,0,36958.17237,713.5363244,-36958.17237,-713.5363244,2020,0,Aug,
Philippines,Excises,21,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,0,-1,0,36654.26477,707.6689047,-36654.26477,-707.6689047,2020,0,Sep,
Philippines,Excises,22,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,,,,39097.74365,754.8441523,,,2020,0,Oct,
Philippines,Income Taxes,1,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,89590.43662,,1729.685933,,,,,2019,0,Jan,
Philippines,Income Taxes,2,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,59300.63208,,1144.89306,,,,,2019,0,Feb,
Philippines,Income Taxes,3,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,66577.3573,,1285.381819,,,,,2019,0,Mar,
Philippines,Income Taxes,4,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,148858.0119,,2873.940778,,,,,2019,0,Apr,
Philippines,Income Taxes,5,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,123935.911,,2392.779964,,,,,2019,0,May,
Philippines,Income Taxes,6,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,77917.10941,,1504.313777,,,,,2019,0,Jun,
Philippines,Income Taxes,7,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,89868.80017,,1735.060184,,,,,2019,0,Jul,
Philippines,Income Taxes,8,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,127891.8987,,2469.156602,,,,,2019,0,Aug,
Philippines,Income Taxes,9,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,68596.73945,,1324.369204,,,,,2019,0,Sep,
Philippines,Income Taxes,10,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,83250.0638,,1607.274947,,,,,2019,0,Oct,
Philippines,Income Taxes,11,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,137364.8622,,2652.047235,,,,,2019,0,Nov,
Philippines,Income Taxes,12,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,82392.76804,,1590.723488,,,,,2019,0,Dec,
Philippines,Income Taxes,13,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,95727.89233,0.04307552,1848.179281,89590.43662,1729.685933,6137.455711,118.4933482,2020,0,Jan,
Philippines,Income Taxes,14,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,65184.98796,0.073067833,1258.499913,59300.63208,1144.89306,5884.35588,113.6068533,2020,0,Feb,
Philippines,Income Taxes,15,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,71404.00811,0.046971711,1378.567992,66577.3573,1285.381819,4826.650803,93.18617378,2020,0,Mar,
Philippines,Income Taxes,16,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,61185.20437,-0.598751788,1181.277727,148858.0119,2873.940778,-87672.80753,-1692.663052,2020,0,Apr,
Philippines,Income Taxes,17,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,64379.3872,-0.492905869,1242.946508,123935.911,2392.779964,-59556.52377,-1149.833456,2020,0,May,
Philippines,Income Taxes,18,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,187630.0191,1.35076058,3622.49607,77917.10941,1504.313777,109712.9097,2118.182294,2020,0,Jun,
Philippines,Income Taxes,19,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,69780.62919,-0.242007608,1347.226079,89868.80017,1735.060184,-20088.17099,-387.8341046,2020,0,Jul,
Philippines,Income Taxes,20,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,0,-1,0,127891.8987,2469.156602,-127891.8987,-2469.156602,2020,0,Aug,
Philippines,Income Taxes,21,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,0,-1,0,68596.73945,1324.369204,-68596.73945,-1324.369204,2020,0,Sep,
Philippines,Income Taxes,22,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,,,,83250.0638,1607.274947,,,2020,0,Oct,
Philippines,Other Taxes,1,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,30813.43853,,594.9024603,,,,,2019,0,Jan,
Philippines,Other Taxes,2,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,18902.14592,,364.9360036,,,,,2019,0,Feb,
Philippines,Other Taxes,3,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,22176.58616,,428.1542825,,,,,2019,0,Mar,
Philippines,Other Taxes,4,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,28882.89447,,557.6302354,,,,,2019,0,Apr,
Philippines,Other Taxes,5,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,20166.44638,,389.3453356,,,,,2019,0,May,
Philippines,Other Taxes,6,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,22425.77248,,432.9652209,,,,,2019,0,Jun,
Philippines,Other Taxes,7,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,31871.68818,,615.3336537,,,,,2019,0,Jul,
Philippines,Other Taxes,8,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,22041.76125,,425.5512732,,,,,2019,0,Aug,
Philippines,Other Taxes,9,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,23337.52902,,450.5681317,,,,,2019,0,Sep,
Philippines,Other Taxes,10,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,34558.07252,,667.1985777,,,,,2019,0,Oct,
Philippines,Other Taxes,11,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,26940.86493,,520.1362649,,,,,2019,0,Nov,
Philippines,Other Taxes,12,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,25405.95455,,490.5023777,,,,,2019,0,Dec,
Philippines,Other Taxes,13,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,34109.08368,0.080609539,658.5301338,30813.43853,594.9024603,3295.645151,63.62767357,2020,0,Jan,
Philippines,Other Taxes,14,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,19703.53341,0.017587849,380.4080642,18902.14592,364.9360036,801.3874879,15.4720606,2020,0,Feb,
Philippines,Other Taxes,15,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,12355.95805,-0.456098017,238.5514306,22176.58616,428.1542825,-9820.628107,-189.6028519,2020,0,Mar,
Philippines,Other Taxes,16,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,7929.370159,-0.731998708,153.0891079,28882.89447,557.6302354,-20953.52431,-404.5411275,2020,0,Apr,
Philippines,Other Taxes,17,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,15584.0208,-0.245621934,300.8743184,20166.44638,389.3453356,-4582.425579,-88.47101722,2020,0,May,
Philippines,Other Taxes,18,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,23533.9752,0.024440617,454.3608377,22425.77248,432.9652209,1108.20272,21.39561685,2020,0,Jun,
Philippines,Other Taxes,19,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,32071.30609,-0.01768565,619.1875951,31871.68818,615.3336537,199.6179085,3.85394135,2020,0,Jul,
Philippines,Other Taxes,20,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,0,-1,0,22041.76125,425.5512732,-22041.76125,-425.5512732,2020,0,Aug,
Philippines,Other Taxes,21,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,0,-1,0,23337.52902,450.5681317,-23337.52902,-450.5681317,2020,0,Sep,
Philippines,Other Taxes,22,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,,,,34558.07252,667.1985777,,,2020,0,Oct,
Philippines,PIT,1,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,39434.3207,,761.3423079,,,,,2019,0,Jan,
Philippines,PIT,2,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,40795.52333,,787.6224906,,,,,2019,0,Feb,
Philippines,PIT,3,IBRD,0.019306591,Lower-Middle Income,,EAP,mill lcu,PHL,43661.86835,,842.9618421,,,,,2019,0,Mar,
