Sno,Country_Code,GDP_Constant_USD_value_crisis,GDP_Constant_USD_value_pre_crisis,GDP_Constant_USD_crisis_year,GDP_Constant_USD_turn_around_year,GDP_Constant_USD_recovery_year_1_2,GDP_Constant_USD_recovery_year_3_4,GDP_Constant_USD_recovery_year,GDP_Constant_USD_recovery_year_1_2_str,GDP_Constant_USD_recovery_year_3_4_str,GDP_Constant_USD_recovery_year_str,GDP_Constant_USD_crisis_shock,GDP_Constant_USD_recovery_time_1_2,GDP_Constant_USD_recovery_time_3_4,GDP_Constant_USD_recovery_time,GDP_growth_rate_value_crisis,GDP_growth_rate_value_pre_crisis,GDP_growth_rate_crisis_year,GDP_growth_rate_turn_around_year,GDP_growth_rate_recovery_year_1_2,GDP_growth_rate_recovery_year_3_4,GDP_growth_rate_recovery_year,GDP_growth_rate_recovery_year_1_2_str,GDP_growth_rate_recovery_year_3_4_str,GDP_growth_rate_recovery_year_str,GDP_growth_rate_crisis_shock,GDP_growth_rate_recovery_time_1_2,GDP_growth_rate_recovery_time_3_4,GDP_growth_rate_recovery_time,revenue_deficit_value_crisis,revenue_deficit_value_pre_crisis,revenue_deficit_crisis_year,revenue_deficit_turn_around_year,revenue_deficit_recovery_year_1_2,revenue_deficit_recovery_year_3_4,revenue_deficit_recovery_year,revenue_deficit_recovery_year_1_2_str,revenue_deficit_recovery_year_3_4_str,revenue_deficit_recovery_year_str,revenue_deficit_crisis_shock,revenue_deficit_recovery_time_1_2,revenue_deficit_recovery_time_3_4,revenue_deficit_recovery_time,govt_expenditure_value_crisis,govt_expenditure_value_pre_crisis,govt_expenditure_crisis_year,govt_expenditure_turn_around_year,govt_expenditure_recovery_year_1_2,govt_expenditure_recovery_year_3_4,govt_expenditure_recovery_year,govt_expenditure_recovery_year_1_2_str,govt_expenditure_recovery_year_3_4_str,govt_expenditure_recovery_year_str,govt_expenditure_crisis_shock,govt_expenditure_recovery_time_1_2,govt_expenditure_recovery_time_3_4,govt_expenditure_recovery_time,Total_Revenue_excl_SC_value_crisis,Total_Revenue_excl_SC_value_pre_crisis,Total_Revenue_excl_SC_crisis_year,Total_Revenue_excl_SC_turn_around_year,Total_Revenue_excl_SC_recovery_year_1_2,Total_Revenue_excl_SC_recovery_year_3_4,Total_Revenue_excl_SC_recovery_year,Total_Revenue_excl_SC_recovery_year_1_2_str,Total_Revenue_excl_SC_recovery_year_3_4_str,Total_Revenue_excl_SC_recovery_year_str,Total_Revenue_excl_SC_crisis_shock,Total_Revenue_excl_SC_recovery_time_1_2,Total_Revenue_excl_SC_recovery_time_3_4,Total_Revenue_excl_SC_recovery_time,Tax_Revenue_value_crisis,Tax_Revenue_value_pre_crisis,Tax_Revenue_crisis_year,Tax_Revenue_turn_around_year,Tax_Revenue_recovery_year_1_2,Tax_Revenue_recovery_year_3_4,Tax_Revenue_recovery_year,Tax_Revenue_recovery_year_1_2_str,Tax_Revenue_recovery_year_3_4_str,Tax_Revenue_recovery_year_str,Tax_Revenue_crisis_shock,Tax_Revenue_recovery_time_1_2,Tax_Revenue_recovery_time_3_4,Tax_Revenue_recovery_time,Income_Taxes_value_crisis,Income_Taxes_value_pre_crisis,Income_Taxes_crisis_year,Income_Taxes_turn_around_year,Income_Taxes_recovery_year_1_2,Income_Taxes_recovery_year_3_4,Income_Taxes_recovery_year,Income_Taxes_recovery_year_1_2_str,Income_Taxes_recovery_year_3_4_str,Income_Taxes_recovery_year_str,Income_Taxes_crisis_shock,Income_Taxes_recovery_time_1_2,Income_Taxes_recovery_time_3_4,Income_Taxes_recovery_time,Value_Added_Tax_value_crisis,Value_Added_Tax_value_pre_crisis,Value_Added_Tax_crisis_year,Value_Added_Tax_turn_around_year,Value_Added_Tax_recovery_year_1_2,Value_Added_Tax_recovery_year_3_4,Value_Added_Tax_recovery_year,Value_Added_Tax_recovery_year_1_2_str,Value_Added_Tax_recovery_year_3_4_str,Value_Added_Tax_recovery_year_str,Value_Added_Tax_crisis_shock,Value_Added_Tax_recovery_time_1_2,Value_Added_Tax_recovery_time_3_4,Value_Added_Tax_recovery_time,Excise_Taxes_value_crisis,Excise_Taxes_value_pre_crisis,Excise_Taxes_crisis_year,Excise_Taxes_turn_around_year,Excise_Taxes_recovery_year_1_2,Excise_Taxes_recovery_year_3_4,Excise_Taxes_recovery_year,Excise_Taxes_recovery_year_1_2_str,Excise_Taxes_recovery_year_3_4_str,Excise_Taxes_recovery_year_str,Excise_Taxes_crisis_shock,Excise_Taxes_recovery_time_1_2,Excise_Taxes_recovery_time_3_4,Excise_Taxes_recovery_time,Trade_Taxes_value_crisis,Trade_Taxes_value_pre_crisis,Trade_Taxes_crisis_year,Trade_Taxes_turn_around_year,Trade_Taxes_recovery_year_1_2,Trade_Taxes_recovery_year_3_4,Trade_Taxes_recovery_year,Trade_Taxes_recovery_year_1_2_str,Trade_Taxes_recovery_year_3_4_str,Trade_Taxes_recovery_year_str,Trade_Taxes_crisis_shock,Trade_Taxes_recovery_time_1_2,Trade_Taxes_recovery_time_3_4,Trade_Taxes_recovery_time,Total_Non_Tax_Revenue_value_crisis,Total_Non_Tax_Revenue_value_pre_crisis,Total_Non_Tax_Revenue_crisis_year,Total_Non_Tax_Revenue_turn_around_year,Total_Non_Tax_Revenue_recovery_year_1_2,Total_Non_Tax_Revenue_recovery_year_3_4,Total_Non_Tax_Revenue_recovery_year,Total_Non_Tax_Revenue_recovery_year_1_2_str,Total_Non_Tax_Revenue_recovery_year_3_4_str,Total_Non_Tax_Revenue_recovery_year_str,Total_Non_Tax_Revenue_crisis_shock,Total_Non_Tax_Revenue_recovery_time_1_2,Total_Non_Tax_Revenue_recovery_time_3_4,Total_Non_Tax_Revenue_recovery_time,country_number,Resource_Rich,Oil_Gas_Rich,Region_Code,Reg,IDA,Country,Income_Group,year,ln_GDP_Constant_USD,ln_GDP_PC,Total_Revenue_excl_SC,Tax_Revenue,Income_Taxes,Value_Added_Tax,Excise_Taxes,Trade_Taxes,Total_Non_Tax_Revenue
98,KHM,10609615490.7202,10600425244.36359,2008,2009.0,2009.0,2009.0,2009.0,2009,2009,2009,9190246.356609344,1.0,1.0,1.0,0.086694807,6.6915798,2008,2009.0,2010.0,2010.0,2011.0,2010,2010,2011,-6.604884993,2.0,2.0,3.0,-0.11595087,3.9594033,2008,2009.0,2012.0,2014.0,2014.0,2012,2014,2014,-4.07535417,4.0,6.0,6.0,10.57334219040149,10.96570377950931,2009,2012.0,2010.0,2010.0,2011.0,2010,2010,2011,-0.3923615891078196,1.0,1.0,2.0,10.84975290275165,12.519519800440259,2008,2009.0,2009.0,2009.0,2012.0,2009,2009,2012,-1.6697668976886089,1.0,1.0,4.0,9.647781002050968,10.555196465148713,2008,2009.0,2009.0,2009.0,2012.0,2009,2009,2012,-0.9074154630977436,1.0,1.0,4.0,1.701232582011748,1.727193252846036,2009,2010.0,2010.0,2010.0,2011.0,2010,2010,2011,-0.02596067083428788,1.0,1.0,2.0,3.374830193801053,3.723272982746417,2008,2009.0,2009.0,2009.0,2012.0,2009,2009,2012,-0.3484427889453636,1.0,1.0,4.0,1.674926625643581,2.074306379909544,2008,2009.0,2009.0,2009.0,2012.0,2009,2009,2012,-0.3993797542659627,1.0,1.0,4.0,2.349454328805642,2.9141251225201987,2007,2012.0,2008.0,2008.0,2014.0,2008,2008,2014,-0.5646707937145568,1.0,1.0,7.0,1.2019719090617471,1.9643233388656731,2008,2009.0,2009.0,2012.0,2015.0,2009,2012,2015,-0.7623514298039262,1.0,4.0,7.0,17.0,NO,NO,EAP,East Asia & Pacific,YES,Cambodia,Lower-Middle Income,2008,23.08416,6.6381635999999995,12.519519800440259,10.555196465148711,1.5580201144266101,3.723272982746417,2.074306379909544,2.8117286476475094,1.9643233388656733
99,KIR,156120895.2485782,159661056.4509915,2007,2010.0,2008.0,2008.0,2012.0,2008,2008,2012,-3540161.2024133205,1.0,1.0,5.0,-2.0914364,2.0349495,2007,2008.0,2011.0,2011.0,2012.0,2011,2011,2012,-4.126385899999999,4.0,4.0,5.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,40.059523809523796,2008,,,,,Trend,Trend,Trend,,,,,,17.61904761904762,2008,,,,,Trend,Trend,Trend,,,,,5.778894472361809,8.035714285714286,2008,2014.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-2.256819813352477,1.0,1.0,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,9.583333333333334,2008,,,,,Trend,Trend,Trend,,,,,,22.440476190476193,2008,,,,,Trend,Trend,Trend,,,,,50.0,NO,NO,EAP,East Asia & Pacific,YES,Kiribati,Lower-Middle Income,2007,18.888563,7.4132261,38.679245283018865,18.805031446540877,7.421383647798742,,,11.320754716981131,19.87421383647799
100,KNA,766785071.2444445,805320855.4558611,2008,2010.0,2009.0,2009.0,2013.0,2009,2009,2013,-38535784.2114166,1.0,1.0,5.0,-3.3684766,6.4878545,2008,2009.0,2013.0,2013.0,2017.0,2013,2013,Did not Recover,-9.8563311,5.0,5.0,9.0,-1.2975401000000002,2.7944732000000005,2007,2010.0,2011.0,2011.0,2012.0,2011,2011,2012,-4.0920133000000005,4.0,4.0,5.0,24.723580857285253,26.3268110496783,2009,2013.0,2010.0,2010.0,2011.0,2010,2010,2011,-1.603230192393049,1.0,1.0,2.0,24.53195235845411,25.89984212168035,2009,2010.0,2010.0,2010.0,2011.0,2010,2010,2011,-1.3678897632262412,1.0,1.0,2.0,16.568184242512082,20.592791918158568,2007,2010.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-4.024607675646486,1.0,1.0,10.0,3.578468975588492,7.216433056977308,2009,2013.0,2010.0,,2017.0,2010,Did not Recover,Did not Recover,-3.637964081388815,1.0,,8.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,4.6945858398889415,9.13889982446312,2008,2012.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-4.444313984574179,1.0,1.0,9.0,,5.704128028011205,2008,,,,,Trend,Trend,Trend,,,,,89.0,NO,NO,LAC,Latin America & the Caribbean,NO,St. Kitts and Nevis,High,2008,20.506752,9.6803551,25.345705353874887,19.641577325863683,6.378569189542483,,,9.13889982446312,5.704128028011205
101,KOR,,1020509644387.277,2008,,,,,Trend,Trend,Trend,,,,,0.70751256,5.4633970000000005,2007,2009.0,2008.0,2010.0,2010.0,2008,2010,2010,-4.755884440000001,1.0,3.0,3.0,1.4553425,9.9515438,2007,2013.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-8.496201300000001,1.0,1.0,10.0,18.4254217945354,20.201277079851327,2009,2010.0,2010.0,2010.0,2012.0,2010,2010,2012,-1.7758552853159273,1.0,1.0,3.0,26.51458775254721,28.963789875564533,2008,2010.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-2.4492021230173218,1.0,1.0,9.0,17.890576155659822,19.648355372948085,2007,2013.0,2008.0,2008.0,2017.0,2008,2008,2017,-1.7577792172882702,1.0,1.0,10.0,6.552159632279255,7.882902960322943,2007,2010.0,2008.0,2008.0,2016.0,2008,2008,2016,-1.3307433280436871,1.0,1.0,9.0,5.586292808825914,5.944168354169028,2007,2013.0,2008.0,2008.0,2016.0,2008,2008,2016,-0.3578755453431137,1.0,1.0,9.0,1.899360155318754,2.672397944208996,2007,2014.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-0.7730377888902421,1.0,1.0,10.0,0.5137088199248367,0.8210107776225128,2008,2016.0,2009.0,2009.0,2009.0,2009,2009,2009,-0.3073019576976761,1.0,1.0,1.0,8.401447667269203,9.80753972491981,2009,2016.0,2010.0,2010.0,2017.0,2010,2010,Did not Recover,-1.4060920576506069,1.0,1.0,8.0,51.0,NO,NO,EAP,East Asia & Pacific,NO,"Korea, Rep.",High,2007,27.623425,9.9225702,28.77421093808261,19.648355372948092,7.882902960322943,5.944168354169028,2.672397944208996,0.7371140671078615,9.125855565134524
102,KSV,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,23.944673971618467,,2008,2014.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,20.04914004914005,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,3.013604270707766,,2008,2015.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,9.901719901719902,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,5.085995085995086,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,2.14168039538715,,2008,2016.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,2.817133443163097,,2008,2016.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,NO,NO,ECA,Eastern Europe & Central Asia,NO,Kosovo,Lower-Middle Income,2008,,,,,,,,,
103,KWT,115419050942.0795,127219511514.3056,2008,2010.0,2009.0,2009.0,2012.0,2009,2009,2012,-11800460572.226105,1.0,1.0,4.0,-7.0761056,2.4798417,2008,2009.0,2011.0,2011.0,2011.0,2011,2011,2011,-9.555947300000001,3.0,3.0,3.0,14.005322,32.530871999999995,2007,2008.0,2009.0,2009.0,2009.0,2009,2009,2009,-18.52555,2.0,2.0,2.0,33.52958564307725,45.527741179915104,2008,2013.0,2009.0,2009.0,2015.0,2009,2009,2015,-11.998155536837855,1.0,1.0,7.0,53.848015488867375,61.78447561462201,2007,2016.0,2008.0,2008.0,2009.0,2008,2008,2009,-7.936460125754635,1.0,1.0,2.0,0.6073858114674442,1.137854144805876,2009,2013.0,2010.0,2010.0,2015.0,2010,2010,2015,-0.5304683333384319,1.0,1.0,6.0,0.4000524658971668,0.2751135790005048,2008,2009.0,2009.0,2009.0,2009.0,2009,2009,2009,0.12493888689666198,1.0,1.0,1.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,0.5678950025239777,0.5831619655627512,2007,2008.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.01526696303877351,1.0,1.0,2.0,52.637947725072614,60.848347196218654,2007,2016.0,2008.0,2008.0,2009.0,2008,2008,2009,-8.21039947114604,1.0,1.0,2.0,52.0,YES,YES,MENA,Middle East & North Africa,NO,Kuwait,High,2008,25.56918,10.778227000000001,59.53306410903585,0.8934881373043917,0.2751135790005048,,,0.5678950025239777,58.6092882382635
104,LAO,,6109448405.329143,2008,,,,,Trend,Trend,Trend,,,,,7.0230913,7.8249049,2008,2016.0,2009.0,2009.0,2010.0,2009,2009,2010,-0.8018135999999999,1.0,1.0,2.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,12.388833033910869,2008,,,,,Trend,Trend,Trend,,,,,,10.021172276963947,2008,,,,,Trend,Trend,Trend,,,,,2.559811190133162,3.185754920932643,2008,2010.0,2009.0,2009.0,2012.0,2009,2009,2012,-0.6259437307994808,1.0,1.0,4.0,,2.365735829502246,2008,,,,,Trend,Trend,Trend,,,,,,2.2925885866046998,2008,,,,,Trend,Trend,Trend,,,,,,1.297401097709125,2008,,,,,Trend,Trend,Trend,,,,,1.491069701463666,2.705506198018956,2007,2011.0,2008.0,2008.0,2014.0,2008,2008,2014,-1.21443649655529,1.0,1.0,7.0,53.0,NO,NO,EAP,East Asia & Pacific,YES,Lao PDR,Lower-Middle Income,2008,22.533102,6.917171499999999,12.388833033910869,10.021172276963949,3.185754920932643,2.365735829502246,2.2925885866046993,1.297401097709125,2.365735829502246
105,LBN,,32312600017.37977,2008,,,,,Trend,Trend,Trend,,,,,0.24332483,9.3409281,2007,2015.0,2008.0,2008.0,2009.0,2008,2008,2009,-9.09760327,1.0,1.0,2.0,,-9.0921383,2008,,,,,Trend,Trend,Trend,,,,,,30.435622035547123,2008,,,,,Trend,Trend,Trend,,,,,17.47402026451226,21.71909826534258,2009,2015.0,2010.0,2010.0,2017.0,2010,2010,Did not Recover,-4.245078000830322,1.0,1.0,8.0,13.45304692440391,16.35736482456403,2008,2015.0,2009.0,2009.0,2009.0,2009,2009,2009,-2.90431790016012,1.0,1.0,1.0,3.438856004530868,3.5501691763964667,2008,2009.0,2009.0,2009.0,2011.0,2009,2009,2011,-0.11131317186559864,1.0,1.0,3.0,3.787940209972332,5.170342973709798,2008,2015.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-1.3824027637374656,1.0,1.0,9.0,1.759317213589965,3.550377575421127,2009,2014.0,2010.0,2010.0,2017.0,2010,2010,Did not Recover,-1.7910603618311618,1.0,1.0,8.0,0.9144248524167992,1.556200426141135,2008,2016.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-0.6417755737243359,1.0,1.0,9.0,3.0471468167097417,5.929229123140707,2007,2010.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-2.882082306430965,1.0,1.0,10.0,54.0,NO,NO,MENA,Middle East & North Africa,NO,Lebanon,Upper-Middle Income,2007,24.110266,8.8870735,20.84562994475792,14.916400821617222,3.488312863131181,4.808866254649066,1.837224423003789,1.4948750266022843,5.929229123140707
106,LBR,,1788340491.3597481,2008,,,,,Trend,Trend,Trend,,,,,-1.5995814,9.5352774,2007,2016.0,2008.0,2011.0,2017.0,2008,2011,Did not Recover,-11.1348588,1.0,4.0,10.0,,2.9163694,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,10.42662022016222,2008,2009.0,2010.0,2010.0,2010.0,2010,2010,2010,,2.0,2.0,2.0,11.95135746606335,14.624908958485069,2007,2009.0,2008.0,2008.0,2012.0,2008,2008,2012,-2.673551492421719,1.0,1.0,5.0,10.4004004004004,12.294246176256369,2007,2010.0,2008.0,2008.0,2012.0,2008,2008,2012,-1.8938457758559688,1.0,1.0,5.0,3.157589803012746,3.83102694828842,2007,2008.0,2008.0,2008.0,2011.0,2008,2008,2011,-0.673437145275674,1.0,1.0,4.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,5.1332560834298935,2008,,,,,Trend,Trend,Trend,,,,,1.20475113122172,2.676709154113557,2008,2009.0,2010.0,2010.0,2010.0,2010,2010,2010,-1.4719580228918367,2.0,2.0,2.0,55.0,YES,NO,SSA,Sub-Saharan Africa,YES,Liberia,Low Income,2007,21.235535000000002,6.1635733,14.624908958485069,12.294246176256369,3.83102694828842,,,5.761107064821558,2.330662782228696
107,LBY,28357141373.219982,71765417108.49579,2008,2011.0,2009.0,2009.0,2010.0,2009,2009,2010,-43408275735.2758,1.0,1.0,2.0,-62.07592,2.6673565,2008,2011.0,2010.0,2010.0,2010.0,2010,2010,2010,-64.74327650000001,2.0,2.0,2.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,54.31824564090781,81.62163010881,2009,2011.0,2010.0,2010.0,2017.0,2010,2010,Did not Recover,-27.303384467902184,1.0,1.0,8.0,1.192522881532789,6.830064846362793,2009,2012.0,2010.0,,2017.0,2010,Did not Recover,Did not Recover,-5.637541964830005,1.0,,8.0,0.4968845339719956,4.867402534189577,2009,2012.0,2010.0,,2017.0,2010,Did not Recover,Did not Recover,-4.370518000217581,1.0,,8.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,0.5523271902152859,0.6193839007108838,2007,2008.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.06705671049559793,1.0,1.0,2.0,52.53376222205203,76.78012064862472,2008,2011.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-24.246358426572684,1.0,1.0,9.0,55.0,YES,YES,MENA,Middle East & North Africa,NO,Libya,Upper-Middle Income,2008,24.996668,9.3805914,80.68847196856494,3.9083513199402304,3.0881620454922794,,,0.5523271902152859,76.78012064862472
108,LCA,1379752509.486891,1394698181.493027,2008,2009.0,2009.0,2009.0,2011.0,2009,2009,2011,-14945672.00613594,1.0,1.0,3.0,-1.3232017,5.311407599999999,2008,2013.0,2011.0,,2017.0,2011,Did not Recover,Did not Recover,-6.634609299999998,3.0,,9.0,-0.36492187,6.4006987,2007,2012.0,2008.0,,2017.0,2008,Did not Recover,Did not Recover,-6.76562057,1.0,,10.0,19.11100622662521,19.168847744269282,2009,2011.0,2010.0,2010.0,2012.0,2010,2010,2012,-0.05784151764407141,1.0,1.0,3.0,20.54790894653256,22.487046632124358,2008,2010.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-1.9391376855917957,1.0,1.0,9.0,20.36136336584146,22.487046632124358,2008,2013.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-2.125683266282895,1.0,1.0,9.0,5.194989844278943,6.5537214016797005,2009,2015.0,2010.0,2010.0,2017.0,2010,2010,Did not Recover,-1.3587315574007564,1.0,1.0,8.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,5.502196524131032,12.536924413553429,2009,2013.0,2010.0,2010.0,2017.0,2010,2010,Did not Recover,-7.034727889422396,1.0,1.0,8.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,89.0,NO,NO,LAC,Latin America & the Caribbean,YES,St. Lucia,Upper-Middle Income,2008,21.055944,9.0169888,22.487046632124354,22.487046632124354,6.496833621185952,,,12.118595279217038,
109,LIE,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,56.0,NO,NO,WER,Western Europe,NO,Liechtenstein,High,2008,,,,,,,,,
110,LKA,,50721102373.42402,2008,,,,,Trend,Trend,Trend,,,,,3.3957348,5.9500866,2008,2013.0,2009.0,2010.0,2010.0,2009,2010,2010,-2.5543517999999996,1.0,2.0,2.0,-8.517066,-6.3653584,2008,2009.0,,2010.0,2010.0,Did not Recover,2010,2010,-2.1517076,,2.0,2.0,14.66776135728324,20.046704267038642,2007,2013.0,2008.0,2008.0,2009.0,2008,2008,2009,-5.378942909755403,1.0,1.0,2.0,11.221555326804356,12.84643248752686,2008,2014.0,2009.0,2009.0,2015.0,2009,2009,2015,-1.6248771607225017,1.0,1.0,7.0,10.137507278995963,11.6014061446023,2008,2014.0,2009.0,2009.0,2015.0,2009,2009,2015,-1.463898865606339,1.0,1.0,7.0,1.9120904476452896,2.616622172435128,2007,2014.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-0.7045317247898382,1.0,1.0,10.0,2.006281043509226,4.034394875436944,2008,2015.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-2.028113831927718,1.0,1.0,9.0,1.7637805520443015,2.000259516684843,2008,2009.0,2009.0,2009.0,2010.0,2009,2009,2010,-0.2364789646405414,1.0,1.0,2.0,1.9156462306117568,2.06086342085846,2007,2014.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.1452171902467032,1.0,1.0,2.0,,1.245026342924555,2008,,,,,Trend,Trend,Trend,,,,,88.0,NO,NO,SA,South Asia,YES,Sri Lanka,Lower-Middle Income,2008,24.649608999999998,7.8410773,12.84643248752686,11.6014061446023,2.506832123411079,4.034394875436944,2.000259516684843,1.946058169377229,1.245026342924555
111,LSO,,2179471649.641635,2008,,,,,Trend,Trend,Trend,,,,,1.8437613,6.7395325,2008,2013.0,2010.0,2010.0,2011.0,2010,2010,2011,-4.8957711999999995,2.0,2.0,3.0,-4.9870777,12.20701,2007,2016.0,2008.0,2008.0,2012.0,2008,2008,2012,-17.194087699999997,1.0,1.0,5.0,35.77890017046153,51.22870355694146,2009,2014.0,2010.0,2010.0,2017.0,2010,2010,Did not Recover,-15.44980338647992,1.0,1.0,8.0,32.090604515659145,61.825072491827186,2009,2016.0,2010.0,2012.0,2017.0,2010,2012,Did not Recover,-29.73446797616804,1.0,3.0,8.0,26.53663510560816,56.9161366818686,2009,2016.0,2010.0,2012.0,2017.0,2010,2012,Did not Recover,-30.37950157626044,1.0,3.0,8.0,10.39677363666552,10.92291852319684,2009,2012.0,2010.0,2010.0,2011.0,2010,2010,2011,-0.5261448865313199,1.0,1.0,2.0,6.378502403549857,6.3542202779207395,2008,2009.0,2009.0,2009.0,2009.0,2009,2009,2009,0.024282125629116358,1.0,1.0,1.0,0.522358349629931,1.272584501371895,2007,2013.0,2009.0,2011.0,2015.0,2009,2011,2015,-0.750226151741964,2.0,4.0,8.0,3.949599417334305,38.15887911376803,2009,2016.0,2012.0,,2017.0,2012,Did not Recover,Did not Recover,-34.209279696433725,3.0,,8.0,3.8902990379884335,5.468991250643335,2008,2012.0,2009.0,2009.0,2010.0,2009,2009,2010,-1.5786922126549008,1.0,1.0,2.0,54.0,NO,NO,SSA,Sub-Saharan Africa,YES,Lesotho,Lower-Middle Income,2008,21.502348,6.9937258,56.33427689140505,50.86528564076171,9.926659804426146,6.35422027792074,0.6362583633556357,32.42601646937725,5.4689912506433345
