Country_Code,year,Country,Tax_Revenue,Total_Non_Tax_Revenue,Total_Revenue,Direct_taxes,Income_Taxes,PIT,CIT,Indirect_Taxes,Tax_on_Goods_and_Services,Value_Added_Tax,Excise_Taxes,Trade_Taxes,Social_Contributions,Property_Tax,Other_Taxes,Resource_Taxes,Non_Res_Tax_Rev_incl_SC,Non_Res_Tax_Rev_excl_SC,Direct_excl_SC_incl_Res,Direct_excl_SC_excl_Res,Export_Taxes,Import_Taxes,Total_Revenue_excl_SC,Tax_Revenue_incl_SC,Tax_Revenue_real_USD,gr_Tax_Revenue,Tax_Revenue_current_LCU,outlier,Resource_Rich,Oil_Gas_Rich,Region_Code,Region_Desc,Country_Name,Income_Group,Income_Desc,Country_Code2,Small_States,IDA_IBRD,IDA_IBRD_Desc,DSSI
DOM,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NO,NO,LAC,Latin America & the Caribbean,Dominican Republic,Upper_Middle_Income,Upper-Middle Income,DO,NO,IBRD,IBRD,NULL
DOM,2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NO,NO,LAC,Latin America & the Caribbean,Dominican Republic,Upper_Middle_Income,Upper-Middle Income,DO,NO,IBRD,IBRD,NULL
DZA,2003,Algeria,NULL,,NULL,,NULL,0.012051863,NULL,0.075585934,0.044532871,NULL,NULL,0.027378482,NULL,NULL,0.003674581,,0.09993717,0.09993717,,0.024351237,,,,,,NULL,,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2004,Algeria,NULL,,NULL,,NULL,0.012587208,NULL,0.070319234,0.044559366,NULL,NULL,0.022572409,NULL,NULL,0.003187458,,0.094387797,0.094387797,,0.024068563,,,,,,NULL,,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2005,Algeria,NULL,,NULL,,NULL,0.011319757,NULL,0.062457022,0.040835758,NULL,NULL,0.019029357,NULL,NULL,0.002591907,,0.084686591,0.084686591,,0.022229569,,,,,,NULL,,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2006,Algeria,NULL,,NULL,,NULL,0.011303701,NULL,0.056412645,0.040145196,NULL,NULL,0.013503277,NULL,NULL,0.002764173,,0.084783642,0.084783642,,0.028370997,,,,,,NULL,,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2007,Algeria,NULL,,NULL,,NULL,0.013354161,NULL,0.054378914,0.037143599,NULL,NULL,0.014230895,NULL,NULL,0.003004419,,0.081974662,0.081974662,,0.027595748,,,,,,NULL,,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2008,Algeria,NULL,,NULL,,NULL,NULL,NULL,0.057408296,0.039388973,NULL,NULL,0.014940645,NULL,NULL,0.003078678,,0.087470685,0.087470685,,0.030062389,,,,,,NULL,,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2009,Algeria,NULL,,NULL,,NULL,NULL,NULL,0.068619376,0.047953307,NULL,NULL,0.017054523,NULL,NULL,0.003611546,,0.114967551,0.114967551,,0.046348175,,,,,,NULL,,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2010,Algeria,NULL,,NULL,,NULL,NULL,NULL,0.061459893,0.042946873,NULL,NULL,0.015177341,NULL,NULL,0.003335679,,0.108326189,0.108326189,,0.046866296,,,,,,NULL,,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2011,Algeria,NULL,,NULL,,NULL,NULL,NULL,0.057714717,0.039276167,NULL,NULL,0.015216944,NULL,NULL,0.003221605,,0.1046679,0.1046679,,0.046953184,,,,,,NULL,,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2012,Algeria,NULL,,NULL,,NULL,NULL,NULL,0.066565492,0.042258908,NULL,NULL,0.020851841,NULL,NULL,0.003454743,,0.12122446,0.12122446,,0.054658968,,0.020851841,,,,NULL,,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2013,Algeria,NULL,,NULL,,NULL,NULL,NULL,0.072621772,0.044570186,NULL,NULL,0.024267325,NULL,NULL,0.003784261,,0.121997369,0.121997369,,0.049435665,,0.024267325,,,,NULL,,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2014,Algeria,NULL,,NULL,,NULL,NULL,NULL,0.070290099,0.044635084,NULL,NULL,0.021533961,NULL,NULL,0.004121055,,0.121367958,0.121367958,,0.051135902,,0.021533961,,,,NULL,,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2015,Algeria,NULL,,NULL,,NULL,NULL,NULL,0.078981899,0.049303852,NULL,NULL,0.024592091,NULL,NULL,0.005085956,,0.140910889,0.140910889,,0.061869155,,0.024592091,,,,NULL,,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2016,Algeria,0.141710345,0.144450915,0.29,0.063318603,0.063318603,NULL,NULL,0.078391742,0.050700558,NULL,NULL,0.022210042,NULL,NULL,0.005481141,,0.141710345,0.141710345,0.063318603,0.063318603,,0.022210042,,,27747957650,NULL,2.482E+12,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2017,Algeria,0.143358563,0.189440024,0.33,0.066538184,0.066538184,NULL,NULL,0.076820379,0.052541479,NULL,NULL,0.01916472,NULL,NULL,0.005114181,,0.143358563,0.143358563,0.066538184,0.066538184,,0.01916472,,,28435610346,0.024782101,2.70606E+12,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2018,Algeria,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
DZA,2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,YES,YES,MENA,Middle East & North Africa,Algeria,Upper_Middle_Income,Upper-Middle Income,DZ,NO,IBRD,IBRD,NULL
ECU,2003,Ecuador,0.086008818,,0.09,0.018245552,0.018234483,0.00077008,0.004419018,0.067763266,0.055981716,0.048813184,0.005566583,0.01178155,NULL,1.11E-05,NULL,,0.086008818,0.086008818,0.018245552,0.018245552,,0.01178155,,,4444463743,-0.082641104,2789511787,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2004,Ecuador,0.086508171,,0.09,0.019182636,0.019172278,0.000634565,0.005367457,0.067325536,0.054058237,0.046994835,0.005523065,0.012398256,NULL,1.04E-05,0.000869042,,0.086508171,0.086508171,0.019182636,0.019182636,,0.012398256,,,4837322171,0.088392762,3165477674,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2005,Ecuador,0.090128243,,0.09,0.022563736,0.022548679,0.000642012,0.008243357,0.067564507,0.054341966,0.047579396,0.005314766,0.01316749,NULL,1.51E-05,5.51E-05,,0.090128243,0.090128243,0.022563736,0.022563736,,0.01316749,,,5306416207,0.096973908,3740960661,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2006,Ecuador,0.090677022,,0.09,0.022818704,0.022782232,0.000670933,0.009714158,0.067858318,0.054594654,0.047609589,0.005498697,0.013208709,NULL,3.65E-05,5.50E-05,,0.090677022,0.090677022,0.022818704,0.022818704,,0.013208709,,,5573818494,0.050392257,4243869990,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2007,Ecuador,0.093111375,,0.09,0.024859159,0.024795307,0.000772291,0.008320754,0.068252196,0.054897153,0.049183834,0.004309246,0.013303443,NULL,6.39E-05,5.16E-05,,0.093111375,0.093111375,0.024859159,0.024859159,,0.013303443,,,5848802836,0.049335001,4749404236,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2008,Ecuador,0.106370707,,0.11,0.037864757,0.037812962,0.000976102,0.009317034,0.06850595,0.054950213,0.045738031,0.00766807,0.012778848,NULL,5.18E-05,0.000776889,,0.106370707,0.106370707,0.037864757,0.037864757,,0.012778848,,,7106453233,0.215026978,6569735175,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2009,Ecuador,0.116070026,,0.12,0.040267179,0.040222409,0.00130571,0.012127191,0.075802863,0.057337972,0.048281254,0.007167786,0.01476969,NULL,4.48E-05,0.003695202,,0.116070026,0.116070026,0.040267179,0.040267179,,0.01476969,,,7798377142,0.097365576,7256661554,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2010,Ecuador,0.126429329,,0.13,0.03383094,0.033760362,0.001146258,0.0069798,0.092598375,0.071881461,0.055871267,0.007623334,0.016568802,NULL,7.06E-05,0.004148113,,0.126429329,0.126429329,0.03383094,0.03383094,,0.016568802,,,8793838400,0.127649797,8793838400,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2011,Ecuador,0.123179485,,0.12,0.038222978,0.038186738,0.001168321,0.01095773,0.084956507,0.070021356,0.052983715,0.007793824,0.014581379,NULL,3.62E-05,0.000353772,,0.123179485,0.123179485,0.038222978,0.038222978,,0.014581379,,,9241920384,0.050954084,9765258612,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2012,Ecuador,0.139376582,,0.14,0.037679067,0.037610532,0.001279852,0.00967677,0.101697504,0.086087654,0.061586329,0.007785078,0.014343031,NULL,6.85E-05,0.001266818,,0.139376582,0.139376582,0.037679067,0.037679067,,0.014343031,,,11047146410,0.195330186,12254622444,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2013,Ecuador,0.143672017,,0.14,0.040444024,0.040349175,0.001697656,0.010750846,0.103227993,0.08762896,0.063661106,0.007816945,0.014214612,NULL,9.48E-05,0.001384421,,0.143672017,0.143672017,0.040444024,0.040444024,,0.014214612,,,11950896753,0.081808488,13667470008,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2014,Ecuador,0.141878232,,0.14,0.040901018,0.040795922,0.001743369,0.011021912,0.100977213,0.086633447,0.062674685,0.007895779,0.013340985,NULL,0.000105096,0.001002782,,0.141878232,0.141878232,0.040901018,0.040901018,,0.013340985,,,12248836834,0.024930354,14432751962,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2015,Ecuador,0.156906536,,0.16,0.047679434,0.047388186,0.001930194,0.01589434,0.109227102,0.087551324,0.063977621,0.008456481,0.021217947,NULL,0.000291248,0.000457831,,0.156906536,0.156906536,0.047679434,0.047679434,,0.020402065,,,13559675747,0.10701742,15579309781,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2016,Ecuador,0.146168214,,0.15,0.047299135,0.0431776,0.002243191,0.013782155,0.098869079,0.072698973,0.060456063,0.007695691,0.025989413,NULL,0.004121535,0.000180692,,0.146168214,0.146168214,0.047299135,0.047299135,,0.016336839,,,12476769822,-0.079862229,14607714565,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2017,Ecuador,0.141485867,,0.14,0.039786665,0.03895811,0.001729232,0.010294316,0.101699202,0.076920093,0.063691551,0.00880913,0.024598959,NULL,0.000828555,0.000180151,,0.141485867,0.141485867,0.039786665,0.039786665,,0.014074662,,,12363121600,-0.009108786,14756390475,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2018,Ecuador,0.148746268,,0.15,0.048298487,0.047688955,0.001781739,0.017485599,0.100447772,0.074707516,0.061239568,0.008817497,0.025547798,NULL,0.000609532,0.000192458,,0.148746268,0.148746268,0.048298487,0.048298487,,0.014411678,,,13165116124,0.064869905,15999447297,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
ECU,2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,YES,YES,LAC,Latin America & the Caribbean,Ecuador,Upper_Middle_Income,Upper-Middle Income,EC,NO,IBRD,IBRD,NULL
EGY,2003,Egypt,0.126963879,0.068609607,0.2,,0.047477055,0.015305553,0.032171502,0.084624742,0.052691285,0.029164607,0.012521897,0.025678203,NULL,0.001785914,0.006255254,0.015380725,,0.111583153,0.049262969,0.033882244,2.28E-06,0.018590358,,,18946681594,0.027484344,53007419287,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2004,Egypt,0.131588282,0.068042902,0.2,,0.05346074,0.015991189,0.037469551,0.076589173,0.052032116,0.030920218,0.010237497,0.018095912,NULL,0.001538368,0.006461146,0.022736492,,0.10885179,0.054999108,0.032262616,3.92E-06,0.017913659,,,20440327207,0.078834154,63859793134,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2005,Egypt,0.133797817,0.060112677,0.19,,0.055757479,0.016451203,0.039308043,0.076215958,0.055510226,0.033070185,0.01060012,0.013678429,NULL,0.001861467,0.007027304,0.021249691,,0.112548126,0.057618947,0.036369256,1.77E-06,0.013535375,,,21712933500,0.062259585,72050124510,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2006,Egypt,0.15054419,0.078628539,0.23,,0.074315971,0.014441945,0.059872486,0.074865627,0.053929425,0.032791529,0.009987729,0.01486381,NULL,0.001364133,0.006072391,0.047638403,,0.102905787,0.075680103,0.0280417,2.31E-06,0.014709845,,,26102551153,0.202166034,92991146379,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2007,Egypt,0.145984302,0.079172407,0.23,,0.074744075,0.01241159,0.062332485,0.069547041,0.050944979,0.03135331,0.008273116,0.013241583,NULL,0.001694463,0.005360479,0.044084128,,0.101900174,0.076438538,0.03235441,2.81E-05,0.013065369,,,27105986620,0.038442046,1.08729E+11,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2008,Egypt,0.145704585,0.08787836,0.23,,0.071218366,0.012209045,0.059009321,0.072874064,0.053399703,0.035089322,0.007637025,0.014889597,NULL,0.001612155,0.004584764,0.041988239,,0.103716346,0.072830521,0.030842282,0.000551191,0.014189722,,,28990114036,0.069509642,1.30478E+11,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2009,Egypt,0.148945839,0.101564268,0.25,,0.073235522,0.013034654,0.060200867,0.073688139,0.057668582,0.033722743,0.013208036,0.012858535,NULL,0.002023091,0.003161022,0.040631547,,0.108314292,0.075258613,0.034627065,0.000420679,0.012315577,,,31020032013,0.070021041,1.55231E+11,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2010,Egypt,0.134383638,0.073245995,0.21,,0.060390428,0.01292887,0.047461557,0.072136996,0.057940697,0.036477969,0.012269934,0.011588139,NULL,0.001856215,0.002608159,0.032808102,,0.101575536,0.062246642,0.02943854,0.000645537,0.010824372,,,29427821751,-0.051328453,1.62147E+11,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2011,Egypt,0.133228086,0.049197532,0.18,,0.062144945,0.013217237,0.048927708,0.069607083,0.057843013,0.0337017,0.016076405,0.00961241,NULL,0.001476751,0.002151659,0.031357904,,0.101870182,0.063621696,0.032263793,0.000200738,0.009332875,,,29689584497,0.008895077,1.82669E+11,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2012,Egypt,0.123843076,0.051412193,0.18,,0.054457515,0.012957545,0.04149997,0.067870663,0.056831074,0.033970263,0.015558608,0.008830238,NULL,0.001507733,0.002209351,0.027407894,,0.096435182,0.055965248,0.028557354,,0.008332836,,,28212546018,-0.049749382,2.074E+11,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2013,Egypt,0.134970974,0.050526768,0.19,,0.063265964,0.014082993,0.049182971,0.070310148,0.057409697,0.033953988,0.016410987,0.009030316,NULL,0.001394861,0.003870135,0.031149215,,0.103821759,0.064660826,0.03351161,,0.008399269,,,31419557234,0.113673229,2.511E+11,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2014,Egypt,0.122206573,0.047230047,0.17,,0.056760563,0.014741784,0.042018779,0.064204225,0.050683099,0.032155869,0.011532394,0.008309859,NULL,0.001288732,0.005211268,0.028362441,,0.093844131,0.058049296,0.029686854,,0.007950704,,,29277687426,-0.068169955,2.603E+11,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2015,Egypt,0.125209706,0.054748558,0.18,,0.053119195,0.015630754,0.037481075,0.070648963,0.057514219,0.034024305,0.016370964,0.008961087,NULL,0.001420271,0.004173657,0.020213593,,0.104996113,0.054539466,0.034325873,,0.00857441,,,31308645937,0.069368816,3.06E+11,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2016,Egypt,0.130028789,0.050047981,0.18,,0.053422529,0.015649221,0.032442607,0.075181221,0.060749982,0.035283458,0.017908393,0.0103713,NULL,0.001450137,0.004059939,0.019272164,,0.110756625,0.054872666,0.035600502,,0.009940577,,,33926908730,0.083627468,3.523E+11,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2017,Egypt,0.13314121,0.051729107,0.18,,0.048097118,0.014697406,0.033400576,0.083745533,0.069336311,0.041648415,0.02044611,0.009884726,NULL,0.001297695,0.004524496,0.018663977,,0.114477233,0.049394813,0.030730836,,0.009445821,,,36191511185,0.066749449,4.62E+11,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2018,Egypt,0.141840254,0.042502497,0.18,,0.04671669,0.01455812,0.03215857,0.083540169,0.066322826,NULL,NULL,0.008541064,NULL,0.011583395,0.008676279,0.01171861,,0.130121644,0.058300085,0.046581475,,,,,40605075728,0.121950269,6.29402E+11,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
EGY,2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,YES,YES,MENA,Middle East & North Africa,"Egypt, Arab Rep.",Lower_Middle_Income,Low-Middle Income,EG,NO,IBRD,IBRD,NULL
ERI,2003,Eritrea,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,SSA,Sub-Saharan Africa,Eritrea,Low_Income,Low Income,ER,NO,IDA,IDA,NULL
ERI,2004,Eritrea,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,SSA,Sub-Saharan Africa,Eritrea,Low_Income,Low Income,ER,NO,IDA,IDA,NULL
ERI,2005,Eritrea,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,SSA,Sub-Saharan Africa,Eritrea,Low_Income,Low Income,ER,NO,IDA,IDA,NULL
ERI,2006,Eritrea,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,SSA,Sub-Saharan Africa,Eritrea,Low_Income,Low Income,ER,NO,IDA,IDA,NULL
ERI,2007,Eritrea,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,SSA,Sub-Saharan Africa,Eritrea,Low_Income,Low Income,ER,NO,IDA,IDA,NULL
ERI,2008,Eritrea,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,SSA,Sub-Saharan Africa,Eritrea,Low_Income,Low Income,ER,NO,IDA,IDA,NULL
ERI,2009,Eritrea,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,SSA,Sub-Saharan Africa,Eritrea,Low_Income,Low Income,ER,NO,IDA,IDA,NULL
ERI,2010,Eritrea,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,SSA,Sub-Saharan Africa,Eritrea,Low_Income,Low Income,ER,NO,IDA,IDA,NULL
ERI,2011,Eritrea,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,SSA,Sub-Saharan Africa,Eritrea,Low_Income,Low Income,ER,NO,IDA,IDA,NULL
ERI,2012,Eritrea,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,SSA,Sub-Saharan Africa,Eritrea,Low_Income,Low Income,ER,NO,IDA,IDA,NULL
ERI,2013,Eritrea,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,SSA,Sub-Saharan Africa,Eritrea,Low_Income,Low Income,ER,NO,IDA,IDA,NULL
ERI,2014,Eritrea,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,SSA,Sub-Saharan Africa,Eritrea,Low_Income,Low Income,ER,NO,IDA,IDA,NULL
ERI,2015,Eritrea,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,SSA,Sub-Saharan Africa,Eritrea,Low_Income,Low Income,ER,NO,IDA,IDA,NULL
ERI,2016,Eritrea,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,SSA,Sub-Saharan Africa,Eritrea,Low_Income,Low Income,ER,NO,IDA,IDA,NULL
ERI,2017,Eritrea,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,SSA,Sub-Saharan Africa,Eritrea,Low_Income,Low Income,ER,NO,IDA,IDA,NULL
ERI,2018,Eritrea,NULL,,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,NULL,,0,NO,NO,SSA,Sub-Saharan Africa,Eritrea,Low_Income,Low Income,ER,NO,IDA,IDA,NULL
