Country,Tax_Type,month,Income_Group,Units(LCU),IDA,Region_Code,Units (LCU),Country_Code,LCU_USD_ex_rate,revenue,grmonth,revenue_USD,revenue_prev_yr,revenue_prev_yr_USD,revenue_diff,revenue_diff_USD,year,outlier,cal_month,revenue_diff_percent_LAC
Philippines,Excises,11,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,37279.168773230005,,719.7336707038221,,,,,2019,0,Nov,
Philippines,Excises,12,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,31451.558607780004,,607.2223837348336,,,,,2019,0,Dec,
Philippines,Excises,13,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,31796.08679698,-0.031805190696637384,613.8740486306431,32058.989788580002,618.9498092071279,-262.9029916000036,-5.075760576484868,2020,0,Jan,
Philippines,Excises,14,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,35379.82791025,-0.08561551591104928,683.0638731676706,37771.634399090006,729.2415032081294,-2391.806488840004,-46.17763004045878,2020,0,Feb,
Philippines,Excises,15,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,36728.16747671,-0.08336752668371691,709.0957139371549,39114.96361179,755.1766111259466,-2386.7961350800033,-46.08089718879171,2020,0,Mar,
Philippines,Excises,16,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,15591.467602820001,-0.6086609440355342,301.018090765361,38893.113671310006,750.8934450237628,-23301.646068490005,-449.8753542584017,2020,0,Apr,
Philippines,Excises,17,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,23044.904053600003,-0.4664986982672783,444.91854114047163,42167.54627063,814.1115765362118,-19122.64221703,-369.1930353957402,2020,0,May,
Philippines,Excises,18,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,42232.75288036,0.08891182762760176,815.3704938919234,37861.30554865001,730.9727474325284,4371.447331709991,84.39774645939497,2020,0,Jun,
Philippines,Excises,19,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,45120.15345571,0.1666691952615628,871.1163563474538,37753.893502679995,728.8989869741322,7366.259953030007,142.21736937332162,2020,0,Jul,
Philippines,Excises,20,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,0.0,-1.0,0.0,36958.17237269,713.5363244311961,-36958.17237269,-713.5363244311961,2020,0,Aug,
Philippines,Excises,21,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,0.0,-1.0,0.0,36654.26477434,707.6689046760566,-36654.26477434,-707.6689046760566,2020,0,Sep,
Philippines,Excises,22,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,,,,39097.743647439995,754.8441523142599,,,2020,0,Oct,
Philippines,Income Taxes,1,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,89590.43661502001,,1729.6859325680603,,,,,2019,0,Jan,
Philippines,Income Taxes,2,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,59300.632084720004,,1144.8930598485113,,,,,2019,0,Feb,
Philippines,Income Taxes,3,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,66577.3573035,,1285.3818187120535,,,,,2019,0,Mar,
Philippines,Income Taxes,4,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,148858.01189897,,2873.9407782786798,,,,,2019,0,Apr,
Philippines,Income Taxes,5,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,123935.91096388,,2392.7799643995854,,,,,2019,0,May,
Philippines,Income Taxes,6,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,77917.10940567,,1504.3137765304639,,,,,2019,0,Jun,
Philippines,Income Taxes,7,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,89868.80017328,,1735.0601839843234,,,,,2019,0,Jul,
Philippines,Income Taxes,8,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,127891.89870138,,2469.15660232545,,,,,2019,0,Aug,
Philippines,Income Taxes,9,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,68596.73944683,,1324.3692041715797,,,,,2019,0,Sep,
Philippines,Income Taxes,10,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,83250.06379577001,,1607.2749466743383,,,,,2019,0,Oct,
Philippines,Income Taxes,11,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,137364.86218438,,2652.0472354706512,,,,,2019,0,Nov,
Philippines,Income Taxes,12,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,82392.76804107001,,1590.7234880256112,,,,,2019,0,Dec,
Philippines,Income Taxes,13,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,95727.89232601,0.0430755203472714,1848.1792808109813,89590.43661502001,1729.6859325680603,6137.455710989991,118.493348242921,2020,0,Jan,
Philippines,Income Taxes,14,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,65184.98796499,0.07306783319124684,1258.4999131342424,59300.632084720004,1144.8930598485113,5884.355880269999,113.60685328573118,2020,0,Feb,
Philippines,Income Taxes,15,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,71404.00810636,0.04697171147237768,1378.567992488615,66577.3573035,1285.3818187120535,4826.650802859993,93.18617377656142,2020,0,Mar,
Philippines,Income Taxes,16,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,61185.20437118,-0.5987517882372181,1181.2777265156117,148858.01189897,2873.9407782786798,-87672.80752778999,-1692.663051763068,2020,0,Apr,
Philippines,Income Taxes,17,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,64379.387197899996,-0.49290586861772084,1242.9465084768974,123935.91096388,2392.7799643995854,-59556.523765980004,-1149.833455922688,2020,0,May,
Philippines,Income Taxes,18,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,187630.0190931,1.3507605804160636,3622.496070059354,77917.10940567,1504.3137765304639,109712.90968743002,2118.18229352889,2020,0,Jun,
Philippines,Income Taxes,19,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,69780.62918679001,-0.24200760773430832,1347.2260793726678,89868.80017328,1735.0601839843234,-20088.17098648999,-387.8341046116557,2020,0,Jul,
Philippines,Income Taxes,20,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,0.0,-1.0,0.0,127891.89870138,2469.15660232545,-127891.89870138,-2469.15660232545,2020,0,Aug,
Philippines,Income Taxes,21,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,0.0,-1.0,0.0,68596.73944683,1324.3692041715797,-68596.73944683,-1324.3692041715797,2020,0,Sep,
Philippines,Income Taxes,22,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,,,,83250.06379577001,1607.2749466743383,,,2020,0,Oct,
Philippines,Other Taxes,1,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,30813.438529160005,,594.9024602588362,,,,,2019,0,Jan,
Philippines,Other Taxes,2,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,18902.14592377,,364.9360036070226,,,,,2019,0,Feb,
Philippines,Other Taxes,3,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,22176.586156119996,,428.1542824872613,,,,,2019,0,Mar,
Philippines,Other Taxes,4,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,28882.8944735,,557.6302354383785,,,,,2019,0,Apr,
Philippines,Other Taxes,5,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,20166.44637886,,389.3453356109024,,,,,2019,0,May,
Philippines,Other Taxes,6,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,22425.772476219998,,432.9652208948671,,,,,2019,0,Jun,
Philippines,Other Taxes,7,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,31871.688184130002,,615.3336537043175,,,,,2019,0,Jul,
Philippines,Other Taxes,8,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,22041.761253019995,,425.5512732034241,,,,,2019,0,Aug,
Philippines,Other Taxes,9,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,23337.52901621,,450.5681316600462,,,,,2019,0,Sep,
Philippines,Other Taxes,10,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,34558.07251635,,667.1985777349831,,,,,2019,0,Oct,
Philippines,Other Taxes,11,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,26940.864926879996,,520.1362649395563,,,,,2019,0,Nov,
Philippines,Other Taxes,12,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,25405.954546800003,,490.5023777470481,,,,,2019,0,Dec,
Philippines,Other Taxes,13,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,34109.08368009,0.08060953929349378,658.5301338329157,30813.438529160005,594.9024602588362,3295.645150929995,63.627673574079495,2020,0,Jan,
Philippines,Other Taxes,14,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,19703.53341165,0.01758784887516958,380.40806420517026,18902.14592377,364.9360036070226,801.3874878800016,15.472060598147664,2020,0,Feb,
Philippines,Other Taxes,15,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,12355.958048819999,-0.4560980168252648,238.55143057603993,22176.586156119996,428.1542824872613,-9820.628107299997,-189.60285191122136,2020,0,Mar,
Philippines,Other Taxes,16,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,7929.37015939,-0.731998707905889,153.08910791179738,28882.8944735,557.6302354383785,-20953.52431411,-404.5411275265811,2020,0,Apr,
Philippines,Other Taxes,17,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,15584.020800260001,-0.24562193400797572,300.87431839280305,20166.44637886,389.3453356109024,-4582.425578599999,-88.47101721809935,2020,0,May,
Philippines,Other Taxes,18,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,23533.975196389998,0.02444061700447234,454.36083774790904,22425.772476219998,432.9652208948671,1108.2027201700002,21.39561685304193,2020,0,Jun,
Philippines,Other Taxes,19,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,32071.30609262,-0.017685650477685378,619.1875950539674,31871.688184130002,615.3336537043175,199.61790848999954,3.8539413496498582,2020,0,Jul,
Philippines,Other Taxes,20,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,0.0,-1.0,0.0,22041.761253019995,425.5512732034241,-22041.761253019995,-425.5512732034241,2020,0,Aug,
Philippines,Other Taxes,21,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,0.0,-1.0,0.0,23337.52901621,450.5681316600462,-23337.52901621,-450.5681316600462,2020,0,Sep,
Philippines,Other Taxes,22,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,,,,34558.07251635,667.1985777349831,,,2020,0,Oct,
Philippines,PIT,1,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,39434.320701380006,,761.3423078922586,,,,,2019,0,Jan,
Philippines,PIT,2,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,40795.52333264,,787.6224905950439,,,,,2019,0,Feb,
Philippines,PIT,3,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,43661.86835370999,,842.961842072209,,,,,2019,0,Mar,
Philippines,PIT,4,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,45775.29427278,,883.7648922621357,,,,,2019,0,Apr,
Philippines,PIT,5,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,49240.62968123,,950.6687062638756,,,,,2019,0,May,
Philippines,PIT,6,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,57132.67979822,,1103.0372913745675,,,,,2019,0,Jun,
Philippines,PIT,7,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,39724.34073743,,766.9416061597085,,,,,2019,0,Jul,
Philippines,PIT,8,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,51319.318030099996,,990.8010923876728,,,,,2019,0,Aug,
Philippines,PIT,9,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,51211.59839378,,988.7213934081412,,,,,2019,0,Sep,
Philippines,PIT,10,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,37234.79494633,,718.8769633691659,,,,,2019,0,Oct,
Philippines,PIT,11,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,53501.586371820005,,1032.9332550869324,,,,,2019,0,Nov,
Philippines,PIT,12,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,59183.03076213,,1142.6225791920835,,,,,2019,0,Dec,
Philippines,PIT,13,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,45820.538589920005,0.13429164976181837,884.6384057959742,39434.320701380006,761.3423078922586,6386.217888539999,123.29609790371558,2020,0,Jan,
Philippines,PIT,14,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,47615.76135310001,0.13940240931877998,919.2980377457736,40795.52333264,787.6224905950439,6820.238020460012,131.6755471507297,2020,0,Feb,
Philippines,PIT,15,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,55830.64264238001,0.24827197508877605,1077.8993923171608,43661.86835370999,842.961842072209,12168.774288670014,234.9375502449518,2020,0,Mar,
Philippines,PIT,16,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,29879.04509711,-0.36280189119136996,576.8625082732699,45775.29427278,883.7648922621357,-15896.249175669996,-306.90238398886584,2020,0,Apr,
Philippines,PIT,17,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,29010.967385159995,-0.424854770238775,560.1028867838925,49240.62968123,950.6687062638756,-20229.662296070004,-390.56581947998313,2020,0,May,
Philippines,PIT,18,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,73003.49197183001,0.24737762176580394,1409.4485735640424,57132.67979822,1103.0372913745675,15870.812173610007,306.41128218947483,2020,0,Jun,
Philippines,PIT,19,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,36439.11153518,-0.1045321659256265,703.515029048453,39724.34073743,766.9416061597085,-3285.229202249997,-63.42657711125548,2020,0,Jul,
Philippines,PIT,20,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,0.0,-1.0,0.0,51319.318030099996,990.8010923876728,-51319.318030099996,-990.8010923876728,2020,0,Aug,
Philippines,PIT,21,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,0.0,-1.0,0.0,51211.59839378,988.7213934081412,-51211.59839378,-988.7213934081412,2020,0,Sep,
Philippines,PIT,22,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,,,,37234.79494633,718.8769633691659,,,2020,0,Oct,
Philippines,Tax Revenue,1,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,233463.81919556,,4507.390510456249,,,,,2019,0,Jan,
Philippines,Tax Revenue,2,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,179920.80962266,,3473.6575145610655,,,,,2019,0,Feb,
Philippines,Tax Revenue,3,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,197345.83593350003,,3810.0753736904107,,,,,2019,0,Mar,
Philippines,Tax Revenue,4,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,289603.66658355,,5591.25959238507,,,,,2019,0,Apr,
Philippines,Tax Revenue,5,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,263643.72164692,,5090.0615486688475,,,,,2019,0,May,
Philippines,Tax Revenue,6,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,211495.66222344,,4083.260285012605,,,,,2019,0,Jun,
Philippines,Tax Revenue,7,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,235587.94195003,,4548.400080074068,,,,,2019,0,Jul,
Philippines,Tax Revenue,8,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,260116.60020296,,5021.964856939431,,,,,2019,0,Aug,
Philippines,Tax Revenue,9,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,209905.71012753,,4052.56372991521,,,,,2019,0,Sep,
Philippines,Tax Revenue,10,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,236992.64793453,,4575.520164232431,,,,,2019,0,Oct,
Philippines,Tax Revenue,11,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,282953.84914966,,5462.87428582639,,,,,2019,0,Nov,
Philippines,Tax Revenue,12,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,215699.25978526002,,4164.417424586568,,,,,2019,0,Dec,
Philippines,Tax Revenue,13,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,250768.07939658003,0.04855587337518609,4841.476787675972,233463.81919556,4507.390510456249,17304.26020102002,334.08627721972334,2020,0,Jan,
Philippines,Tax Revenue,14,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,187000.06916810997,0.014610330216070926,3610.333884399296,179920.80962266,3473.6575145610655,7079.259545449982,136.67636983823058,2020,0,Feb,
Philippines,Tax Revenue,15,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,176338.05188736,-0.1277178591550717,3404.4866757004716,197345.83593350003,3810.0753736904107,-21007.784046140034,-405.5886979899392,2020,0,Mar,
Philippines,Tax Revenue,16,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,124930.40293191999,-0.578882786470227,2411.9802142494927,289603.66658355,5591.25959238507,-164673.26365163,-3179.2793781355776,2020,0,Apr,
Philippines,Tax Revenue,17,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,145194.45670092996,-0.46238483385714146,2803.2100158373005,263643.72164692,5090.0615486688475,-118449.26494599006,-2286.851532831547,2020,0,May,
Philippines,Tax Revenue,18,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,325454.35788181995,0.5021992335213235,6283.41423248269,211495.66222344,4083.260285012605,113958.69565837993,2200.153947470085,2020,0,Jun,
Philippines,Tax Revenue,19,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,210482.22450633,-0.1278297352670778,4063.694257330972,235587.94195003,4548.400080074068,-25105.717443700007,-484.7058227430957,2020,0,Jul,
Philippines,Tax Revenue,20,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,0.0,-1.0,0.0,260116.60020296,5021.964856939431,-260116.60020296,-5021.964856939431,2020,0,Aug,
Philippines,Tax Revenue,21,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,0.0,-1.0,0.0,209905.71012753,4052.56372991521,-209905.71012753,-4052.56372991521,2020,0,Sep,
Philippines,Tax Revenue,22,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,,,,236992.64793453,4575.520164232431,,,2020,0,Oct,
Philippines,VAT,1,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,73893.82426280002,,1426.637855112244,,,,,2019,0,Jan,
Philippines,VAT,2,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,58533.15721508,,1130.0757363062655,,,,,2019,0,Feb,
Philippines,VAT,3,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,63480.44886209001,,1225.5910735393697,,,,,2019,0,Mar,
Philippines,VAT,4,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,66736.19653977,,1288.4484629086508,,,,,2019,0,Apr,
Philippines,VAT,5,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,70629.03803355,,1363.6059621230215,,,,,2019,0,May,
Philippines,VAT,6,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,67976.30479289999,,1312.3907259597595,,,,,2019,0,Jun,
Philippines,VAT,7,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,69715.03008994,,1345.95958442859,,,,,2019,0,Jul,
Philippines,VAT,8,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,66936.69787587001,,1292.3194602339966,,,,,2019,0,Aug,
Philippines,VAT,9,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,74337.01689015,,1435.1943939785435,,,,,2019,0,Sep,
Philippines,VAT,10,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,73598.26797497,,1420.9316706950572,,,,,2019,0,Oct,
Philippines,VAT,11,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,75491.82326517,,1457.489768542854,,,,,2019,0,Nov,
Philippines,VAT,12,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,71459.18858961,,1379.6333395193474,,,,,2019,0,Dec,
Philippines,VAT,13,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,82365.27695775,0.08811533016642298,1590.1927289191008,73893.82426280002,1426.637855112244,8471.452694949985,163.55487380685668,2020,0,Jan,
Philippines,VAT,14,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,61994.28917122,0.03392406517839962,1196.8983959727489,58533.15721508,1130.0757363062655,3461.1319561400014,66.82265966648333,2020,0,Feb,
Philippines,VAT,15,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,50389.86173720001,-0.22510637665424504,972.8564597292308,63480.44886209001,1225.5910735393697,-13090.58712489,-252.73461381013897,2020,0,Mar,
Philippines,VAT,16,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,35266.97711542999,-0.48412356044431715,680.8851090087451,66736.19653977,1288.4484629086508,-31469.219424340008,-607.5633538999057,2020,0,Apr,
Philippines,VAT,17,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,35639.54084937,-0.5074075870931073,688.0780447051097,70629.03803355,1363.6059621230215,-34989.49718417999,-675.5279174179118,2020,0,May,
Philippines,VAT,18,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,64598.48539779004,-0.0723082547022013,1247.1765478485022,67976.30479289999,1312.3907259597595,-3377.8193951099456,-65.2141781112573,2020,0,Jun,
Philippines,VAT,19,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,58601.20290167997,-0.1794236026692472,1131.3894665584091,69715.03008994,1345.95958442859,-11113.827188260031,-214.57011787018087,2020,0,Jul,
Philippines,VAT,20,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,0.0,-1.0,0.0,66936.69787587001,1292.3194602339966,-66936.69787587001,-1292.3194602339966,2020,0,Aug,
Philippines,VAT,21,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,0.0,-1.0,0.0,74337.01689015,1435.1943939785435,-74337.01689015,-1435.1943939785435,2020,0,Sep,
Philippines,VAT,22,Lower-Middle Income,mill lcu,IBRD,EAP,,PHL,0.019306591171116976,,,,73598.26797497,1420.9316706950572,,,2020,0,Oct,
Albania,Tax Revenue,1,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,33029.509999999995,,300.67609885408206,,,,,2019,0,Jan,
Albania,Tax Revenue,2,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,64590.200000000004,,587.9811526179145,,,,,2019,0,Feb,
Albania,Tax Revenue,3,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,101552.48,,924.4582652106311,,,,,2019,0,Mar,
Albania,Tax Revenue,4,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,140450.43999999997,,1278.5563691843845,,,,,2019,0,Apr,
Albania,Tax Revenue,5,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,176917.68000000002,,1610.5270057204866,,,,,2019,0,May,
Albania,Tax Revenue,6,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,212210.83,,1931.809599930087,,,,,2019,0,Jun,
Albania,Tax Revenue,7,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,249803.00999999998,,2274.0208537398,,,,,2019,0,Jul,
Albania,Tax Revenue,8,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,288460.67,,2625.9314451965756,,,,,2019,0,Aug,
Albania,Tax Revenue,9,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,323397.12,,2943.9669078422735,,,,,2019,0,Sep,
Albania,Tax Revenue,10,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,361019.976,,3286.4574131458307,,,,,2019,0,Oct,
Albania,Tax Revenue,11,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,394409.36,,3590.409537299683,,,,,2019,0,Nov,
Albania,Tax Revenue,12,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,426270.68000000005,,3880.451303040124,,,,,2019,0,Dec,
Albania,Tax Revenue,13,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,34315.479999999996,0.024539195769198198,312.3826135085042,33029.509999999995,300.67609885408206,1285.9700000000012,11.706514654422165,2020,0,Jan,
Albania,Tax Revenue,14,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,66979.11,0.022617860839866926,609.7280129047763,64590.200000000004,587.9811526179145,2388.909999999996,21.74686028686176,2020,0,Feb,
Albania,Tax Revenue,15,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,97001.31,-0.058050334275270364,883.0277977037946,101552.48,924.4582652106311,-4551.169999999998,-41.43046750683652,2020,0,Mar,
Albania,Tax Revenue,16,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,123391.11600000001,-0.1336339633344176,1123.2609685136567,140450.43999999997,1278.5563691843845,-17059.323999999964,-155.29540067072776,2020,0,Apr,
Albania,Tax Revenue,17,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,149689.83000000002,-0.16562421787402967,1362.6649054899922,176917.68000000002,1610.5270057204866,-27227.850000000006,-247.86210023049443,2020,0,May,
Albania,Tax Revenue,18,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,182354.54,-0.15259764451549684,1660.0201364031943,212210.83,1931.809599930087,-29856.28999999998,-271.78946352689263,2020,0,Jun,
Albania,Tax Revenue,19,Upper-Middle Income,mill lcu,IBRD,ECA,,ALB,0.009103256416885449,219122.66,-0.13497182171471908,1994.7297607300084,249803.00999999998,2274.0208537398,-30680.349999999977,-279.29109300979144,2020,0,Jul,
